Table,Variable,Values
Lighting_Installed_Lamps.csv,Fixture_Type,Exit Sign
Lighting_Installed_Lamps.csv,Fixture_Type,Exterior (Flood or Security)
Lighting_Installed_Lamps.csv,Fixture_Type,Floor Lamp
Lighting_Installed_Lamps.csv,Fixture_Type,Garage Door Opener
Lighting_Installed_Lamps.csv,Fixture_Type,Hanging (Chandelier or Pendant)
Lighting_Installed_Lamps.csv,Fixture_Type,High Bay
Lighting_Installed_Lamps.csv,Fixture_Type,LED Strip
Lighting_Installed_Lamps.csv,Fixture_Type,Landscape
Lighting_Installed_Lamps.csv,Fixture_Type,Low Bay
Lighting_Installed_Lamps.csv,Fixture_Type,Other
Lighting_Installed_Lamps.csv,Fixture_Type,Recessed - Can
Lighting_Installed_Lamps.csv,Fixture_Type,Recessed - Other
Lighting_Installed_Lamps.csv,Fixture_Type,Table Lamp
Lighting_Installed_Lamps.csv,Fixture_Type,Torchiere (upward-facing lamp)
Lighting_Installed_Lamps.csv,Fixture_Type,Track Mounted
Lighting_Installed_Lamps.csv,Fixture_Type,Wall Mount (Sconce or Vanity)
Lighting_Installed_Lamps.csv,Lamp_Is_Color,No
Lighting_Installed_Lamps.csv,Lamp_Is_Color,Yes - Color Changing
Lighting_Installed_Lamps.csv,Lamp_Is_Color,Yes - Single Color
Lighting_Installed_Lamps.csv,Lamp_Length_Ft_Is_Estimated,Estimated
Lighting_Installed_Lamps.csv,Lamp_Length_Ft_Is_Estimated,Measured or Known
Lighting_Installed_Lamps.csv,Lamp_Style,Bullet
Lighting_Installed_Lamps.csv,Lamp_Style,Circline
Lighting_Installed_Lamps.csv,Lamp_Style,Decorative
Lighting_Installed_Lamps.csv,Lamp_Style,Globe
Lighting_Installed_Lamps.csv,Lamp_Style,Heat Lamp
Lighting_Installed_Lamps.csv,Lamp_Style,Integrated
Lighting_Installed_Lamps.csv,Lamp_Style,Other
Lighting_Installed_Lamps.csv,Lamp_Style,Reflector / Flood
Lighting_Installed_Lamps.csv,Lamp_Style,Standard A Lamp
Lighting_Installed_Lamps.csv,Lamp_Style,Straight Tube
Lighting_Installed_Lamps.csv,Lamp_Style,T-12
Lighting_Installed_Lamps.csv,Lamp_Style,T-4
Lighting_Installed_Lamps.csv,Lamp_Style,T-5
Lighting_Installed_Lamps.csv,Lamp_Style,T-8
Lighting_Installed_Lamps.csv,Lamp_Style,Twist
Lighting_Installed_Lamps.csv,Lamp_Temp_Fixed,Fixed
Lighting_Installed_Lamps.csv,Lamp_Temp_Fixed,Variable
Lighting_Installed_Lamps.csv,Lamp_Type,CFL
Lighting_Installed_Lamps.csv,Lamp_Type,Empty Socket
Lighting_Installed_Lamps.csv,Lamp_Type,Fluorescent
Lighting_Installed_Lamps.csv,Lamp_Type,Halide
Lighting_Installed_Lamps.csv,Lamp_Type,Halogen
Lighting_Installed_Lamps.csv,Lamp_Type,High Intensity Discharge
Lighting_Installed_Lamps.csv,Lamp_Type,Incandescent
Lighting_Installed_Lamps.csv,Lamp_Type,Induction
Lighting_Installed_Lamps.csv,Lamp_Type,LED
Lighting_Installed_Lamps.csv,Lamp_Type,Other
Lighting_Installed_Lamps.csv,Socket_Type,Can't Determine
Lighting_Installed_Lamps.csv,Socket_Type,Integral Fixture
Lighting_Installed_Lamps.csv,Socket_Type,Large Screw Base (Mogul)
Lighting_Installed_Lamps.csv,Socket_Type,Medium Screw Base (Standard)
Lighting_Installed_Lamps.csv,Socket_Type,Other
Lighting_Installed_Lamps.csv,Socket_Type,Pin Base
Lighting_Installed_Lamps.csv,Socket_Type,Small Screw Base (Candelabra)
Lighting_Installed_Lamps.csv,Solar_Powered_Fixture,No
Lighting_Installed_Lamps.csv,Solar_Powered_Fixture,Yes
Lighting_One_Line.csv,Attached_Detached_SF_StrataVar,Attached
Lighting_One_Line.csv,Attached_Detached_SF_StrataVar,Detached
Lighting_One_Line.csv,BPA_SF_StrataVar,BPA
Lighting_One_Line.csv,BPA_SF_StrataVar,Non-BPA
Lighting_One_Line.csv,Building_Category,"Duplex, Triplex, or Fourplex"
Lighting_One_Line.csv,Building_Category,Manufactured - Double Wide
Lighting_One_Line.csv,Building_Category,Manufactured - Single Wide
Lighting_One_Line.csv,Building_Category,Single Family Detached
Lighting_One_Line.csv,Building_Category,Townhome or Rowhome
Lighting_One_Line.csv,Building_Type,Single Family
Lighting_One_Line.csv,Electric_Utility_BPA,No
Lighting_One_Line.csv,Electric_Utility_BPA,Yes
Lighting_One_Line.csv,Gas_Utility,AVISTA
Lighting_One_Line.csv,Gas_Utility,BIG SKY GAS
Lighting_One_Line.csv,Gas_Utility,CASCADE NATURAL GAS COMPANY
Lighting_One_Line.csv,Gas_Utility,ENERGY WEST
Lighting_One_Line.csv,Gas_Utility,INTERMOUNTAIN GAS
Lighting_One_Line.csv,Gas_Utility,MONTANA DOKOTA GAS
Lighting_One_Line.csv,Gas_Utility,NORTHWESTERN
Lighting_One_Line.csv,Gas_Utility,NW NATURAL GAS
Lighting_One_Line.csv,Gas_Utility,PUGET SOUND ENERGY
Lighting_One_Line.csv,Gas_Utility,UNKNOWN
Lighting_One_Line.csv,NWN_SF_StrataVar,NWN
Lighting_One_Line.csv,NWN_SF_StrataVar,Non-NWN
Lighting_One_Line.csv,Ownership,Own
Lighting_One_Line.csv,Ownership,Rent
Lighting_One_Line.csv,Region_SF_StrataVar,ID
Lighting_One_Line.csv,Region_SF_StrataVar,MT - BPA
Lighting_One_Line.csv,Region_SF_StrataVar,OR - Eastern
Lighting_One_Line.csv,Region_SF_StrataVar,OR - Western
Lighting_One_Line.csv,Region_SF_StrataVar,WA - Eastern
Lighting_One_Line.csv,Region_SF_StrataVar,WA - Puget Sound
Lighting_One_Line.csv,Region_SF_StrataVar,WA - Western
Lighting_One_Line.csv,Sample_SF_StrataVar,Avista
Lighting_One_Line.csv,Sample_SF_StrataVar,BPA
Lighting_One_Line.csv,Sample_SF_StrataVar,Base/Core
Lighting_One_Line.csv,Sample_SF_StrataVar,HZ 2/3
Lighting_One_Line.csv,Sample_SF_StrataVar,NWN
Lighting_One_Line.csv,State,ID
Lighting_One_Line.csv,State,MT
Lighting_One_Line.csv,State,OR
Lighting_One_Line.csv,State,WA
Lighting_Storage.csv,Lamp_Is_Color,No
Lighting_Storage.csv,Lamp_Is_Color,Yes - Color Changing
Lighting_Storage.csv,Lamp_Is_Color,Yes - Single Color
Lighting_Storage.csv,Lamp_Style,Bullet
Lighting_Storage.csv,Lamp_Style,Circline
Lighting_Storage.csv,Lamp_Style,Decorative
Lighting_Storage.csv,Lamp_Style,Globe
Lighting_Storage.csv,Lamp_Style,Heat Lamp
Lighting_Storage.csv,Lamp_Style,Integrated
Lighting_Storage.csv,Lamp_Style,Other
Lighting_Storage.csv,Lamp_Style,Reflector / Flood
Lighting_Storage.csv,Lamp_Style,Standard A Lamp
Lighting_Storage.csv,Lamp_Style,Straight Tube
Lighting_Storage.csv,Lamp_Style,T-12
Lighting_Storage.csv,Lamp_Style,T-5
Lighting_Storage.csv,Lamp_Style,T-8
Lighting_Storage.csv,Lamp_Style,Twist
Lighting_Storage.csv,Lamp_Temp_Fixed,Fixed
Lighting_Storage.csv,Lamp_Temp_Fixed,Variable
Lighting_Storage.csv,Lamp_Type,CFL
Lighting_Storage.csv,Lamp_Type,Fluorescent
Lighting_Storage.csv,Lamp_Type,Halide
Lighting_Storage.csv,Lamp_Type,Halogen
Lighting_Storage.csv,Lamp_Type,Incandescent
Lighting_Storage.csv,Lamp_Type,LED
Lighting_Storage.csv,Lamp_Type,Other
Lighting_Storage.csv,Socket_Type,Integral Fixture
Lighting_Storage.csv,Socket_Type,Large Screw Base (Mogule)
Lighting_Storage.csv,Socket_Type,Medium Screw Base (Standard)
Lighting_Storage.csv,Socket_Type,Other
Lighting_Storage.csv,Socket_Type,Pin Base
Lighting_Storage.csv,Socket_Type,Small Screw Base (Candelabra)
Mechanical_BathroomVent.csv,Ventilation_Controls,Manual thermostat - Analog
Mechanical_BathroomVent.csv,Ventilation_Controls,Manual thermostat - Digital
Mechanical_BathroomVent.csv,Ventilation_Controls,None
Mechanical_BathroomVent.csv,Ventilation_Controls,On/off
Mechanical_BathroomVent.csv,Ventilation_Controls,Programmable thermostat
Mechanical_BathroomVent.csv,Ventilation_Controls,Smart thermostat
Mechanical_BathroomVent.csv,Ventilation_Controls,Smart/Wi-Fi thermostat
Mechanical_BathroomVent.csv,Ventilation_Controls,Timer
Mechanical_BathroomVent.csv,Ventilation_Controls,Wi-Fi enabled thermostat
Mechanical_BathroomVent.csv,Ventilation_Grade,Builder Grade
Mechanical_BathroomVent.csv,Ventilation_Grade,Panasonic or equivalent
Mechanical_BathroomVent.csv,Ventilation_Working,No
Mechanical_BathroomVent.csv,Ventilation_Working,Yes
Mechanical_CentralVent.csv,Ventilation_Controls,Manual thermostat - Analog
Mechanical_CentralVent.csv,Ventilation_Controls,Manual thermostat - Digital
Mechanical_CentralVent.csv,Ventilation_Controls,None
Mechanical_CentralVent.csv,Ventilation_Controls,On/off
Mechanical_CentralVent.csv,Ventilation_Controls,Programmable thermostat
Mechanical_CentralVent.csv,Ventilation_Controls,Timer
Mechanical_CentralVent.csv,Ventilation_Grade,Builder Grade
Mechanical_CentralVent.csv,Ventilation_Grade,Panasonic or equivalent
Mechanical_CentralVent.csv,Ventilation_Type,Controlled
Mechanical_CentralVent.csv,Ventilation_Type,Non-controlled
Mechanical_CentralVent.csv,Ventilation_With_Return,No
Mechanical_CentralVent.csv,Ventilation_With_Return,Yes
Mechanical_CentralVent.csv,Ventilation_Working,No
Mechanical_CentralVent.csv,Ventilation_Working,Yes
Mechanical_CirculatorPump.csv,Control_Type,Always On
Mechanical_CirculatorPump.csv,Control_Type,On-demand Push Button
Mechanical_CirculatorPump.csv,Control_Type,Other
Mechanical_CirculatorPump.csv,Control_Type,Timer
Mechanical_CirculatorPump.csv,Make,AO Smith
Mechanical_CirculatorPump.csv,Make,Armstrong
Mechanical_CirculatorPump.csv,Make,Challenger
Mechanical_CirculatorPump.csv,Make,Danfoss
Mechanical_CirculatorPump.csv,Make,Fasco
Mechanical_CirculatorPump.csv,Make,Goulds
Mechanical_CirculatorPump.csv,Make,Grundfos
Mechanical_CirculatorPump.csv,Make,Hartell
Mechanical_CirculatorPump.csv,Make,Laing
Mechanical_CirculatorPump.csv,Make,Myers
Mechanical_CirculatorPump.csv,Make,PRO SOURCE
Mechanical_CirculatorPump.csv,Make,Powerflo
Mechanical_CirculatorPump.csv,Make,READYTEMP
Mechanical_CirculatorPump.csv,Make,Rain Bird
Mechanical_CirculatorPump.csv,Make,Taco
Mechanical_CirculatorPump.csv,Make,Varem
Mechanical_CirculatorPump.csv,Make,Watts
Mechanical_CirculatorPump.csv,Make,Wilo
Mechanical_CirculatorPump.csv,Make,Wing
Mechanical_ERV_HRV.csv,System_Type,Attached to duct system
Mechanical_ERV_HRV.csv,System_Type,Stand-alone ducts
Mechanical_ERV_HRV.csv,Ventilation_Controls,Manual thermostat - Analog
Mechanical_ERV_HRV.csv,Ventilation_Controls,Manual thermostat - Digital
Mechanical_ERV_HRV.csv,Ventilation_Controls,None
Mechanical_ERV_HRV.csv,Ventilation_Controls,On/off
Mechanical_ERV_HRV.csv,Ventilation_Controls,Programmable thermostat
Mechanical_ERV_HRV.csv,Ventilation_Controls,Timer
Mechanical_ERV_HRV.csv,Ventilation_Make,AirKing
Mechanical_ERV_HRV.csv,Ventilation_Make,Aldes
Mechanical_ERV_HRV.csv,Ventilation_Make,Broan
Mechanical_ERV_HRV.csv,Ventilation_Make,Bryant
Mechanical_ERV_HRV.csv,Ventilation_Make,Carrier
Mechanical_ERV_HRV.csv,Ventilation_Make,Fantech
Mechanical_ERV_HRV.csv,Ventilation_Make,Honeywell
Mechanical_ERV_HRV.csv,Ventilation_Make,Lennox
Mechanical_ERV_HRV.csv,Ventilation_Make,LifeBreath
Mechanical_ERV_HRV.csv,Ventilation_Make,Mitsubishi
Mechanical_ERV_HRV.csv,Ventilation_Make,RenewAire
Mechanical_ERV_HRV.csv,Ventilation_Make,VanEE
Mechanical_ERV_HRV.csv,Ventilation_Make,Venmar
Mechanical_ERV_HRV.csv,Ventilation_Make,Zehnder
Mechanical_ERV_HRV.csv,Ventilation_Working,No
Mechanical_ERV_HRV.csv,Ventilation_Working,Yes
Mechanical_HeatingAndCooling.csv,System_Type,Baseboard
Mechanical_HeatingAndCooling.csv,System_Type,Boiler
Mechanical_HeatingAndCooling.csv,System_Type,Central AC
Mechanical_HeatingAndCooling.csv,System_Type,Central Air Source Heat Pump
Mechanical_HeatingAndCooling.csv,System_Type,Ductless Mini-split AC (indoor)
Mechanical_HeatingAndCooling.csv,System_Type,Ductless Mini-split AC (outdoor)
Mechanical_HeatingAndCooling.csv,System_Type,Ductless Mini-split Heat Pump (indoor)
Mechanical_HeatingAndCooling.csv,System_Type,Ductless Mini-split Heat Pump (outdoor)
Mechanical_HeatingAndCooling.csv,System_Type,Evaporative Cooler
Mechanical_HeatingAndCooling.csv,System_Type,Fireplace or Stove
Mechanical_HeatingAndCooling.csv,System_Type,Furnace
Mechanical_HeatingAndCooling.csv,System_Type,Geothermal Heat Pump
Mechanical_HeatingAndCooling.csv,System_Type,Portable AC
Mechanical_HeatingAndCooling.csv,System_Type,Portable Heat Pump
Mechanical_HeatingAndCooling.csv,System_Type,Portable Heater
Mechanical_HeatingAndCooling.csv,System_Type,PTAC Packaged Terminal Air Conditioner
Mechanical_HeatingAndCooling.csv,System_Type,PTHP Packaged Terminal Heat Pump
Mechanical_HeatingAndCooling.csv,System_Type,Radiant Heating
Mechanical_HeatingAndCooling.csv,System_Type,Through-wall AC
Mechanical_HeatingAndCooling.csv,System_Type,Through-wall Heat Pump
Mechanical_HeatingAndCooling.csv,System_Type,Unit Heater
Mechanical_HeatingAndCooling.csv,System_Type,Unknown
Mechanical_HeatingAndCooling.csv,System_Type,Wall Heater
Mechanical_HeatingAndCooling.csv,System_Type,Water Source Heat Pump
Mechanical_HeatingAndCooling.csv,System_Type,Window AC
Mechanical_HeatingAndCooling.csv,System_Type,Window Heat Pump
Mechanical_HeatingAndCooling.csv,Baseboard_Length_is_Est,Estimated
Mechanical_HeatingAndCooling.csv,Baseboard_Length_is_Est,Measured or Known
Mechanical_HeatingAndCooling.csv,COP_or_AFUE_is_Est,Estimated
Mechanical_HeatingAndCooling.csv,COP_or_AFUE_is_Est,Known or from Nameplate
Mechanical_HeatingAndCooling.csv,COP_or_AFUE_is_Est,Model number lookup
Mechanical_HeatingAndCooling.csv,Central_System_Number,Central System #1
Mechanical_HeatingAndCooling.csv,Central_System_Number,Central System #2
Mechanical_HeatingAndCooling.csv,Central_System_Number,Central System #3
Mechanical_HeatingAndCooling.csv,Control_Type,Manual thermostat - Analog
Mechanical_HeatingAndCooling.csv,Control_Type,Manual thermostat - Digital
Mechanical_HeatingAndCooling.csv,Control_Type,None
Mechanical_HeatingAndCooling.csv,Control_Type,On/off
Mechanical_HeatingAndCooling.csv,Control_Type,Programmable thermostat
Mechanical_HeatingAndCooling.csv,Control_Type,Smart thermostat
Mechanical_HeatingAndCooling.csv,Control_Type,Smart/Wi-Fi thermostat
Mechanical_HeatingAndCooling.csv,Control_Type,Timer
Mechanical_HeatingAndCooling.csv,Control_Type,Wi-Fi enabled thermostat
Mechanical_HeatingAndCooling.csv,Dehumidifer_or_Economizer_Part_of_System,No
Mechanical_HeatingAndCooling.csv,Dehumidifer_or_Economizer_Part_of_System,Yes
Mechanical_HeatingAndCooling.csv,Desuperheater_Present,No
Mechanical_HeatingAndCooling.csv,Desuperheater_Present,Yes
Mechanical_HeatingAndCooling.csv,Distribution_Type,Ceiling cassette
Mechanical_HeatingAndCooling.csv,Distribution_Type,Central AHU
Mechanical_HeatingAndCooling.csv,Distribution_Type,Ducted
Mechanical_HeatingAndCooling.csv,Distribution_Type,Ducts / Forced Air
Mechanical_HeatingAndCooling.csv,Distribution_Type,Ducts / Forced Air + Hot Water Distribution
Mechanical_HeatingAndCooling.csv,Distribution_Type,Floor standing
Mechanical_HeatingAndCooling.csv,Distribution_Type,Hot Water Distribution
Mechanical_HeatingAndCooling.csv,Distribution_Type,Radiant Floor
Mechanical_HeatingAndCooling.csv,Distribution_Type,Radiant Wall
Mechanical_HeatingAndCooling.csv,Distribution_Type,Radiators
Mechanical_HeatingAndCooling.csv,Distribution_Type,Wall mount
Mechanical_HeatingAndCooling.csv,EER_is_Estimated,Estimated
Mechanical_HeatingAndCooling.csv,EER_is_Estimated,Known or from Nameplate
Mechanical_HeatingAndCooling.csv,EER_is_Estimated,Model number lookup
Mechanical_HeatingAndCooling.csv,Energy_Star_Label_Present,No
Mechanical_HeatingAndCooling.csv,Energy_Star_Label_Present,Yes
Mechanical_HeatingAndCooling.csv,Equipment_Use,Both
Mechanical_HeatingAndCooling.csv,Equipment_Use,Decorative
Mechanical_HeatingAndCooling.csv,Equipment_Use,For Heat
Mechanical_HeatingAndCooling.csv,Equipment_Use_Frequency,A little (1-2x per week)
Mechanical_HeatingAndCooling.csv,Equipment_Use_Frequency,All the time (daily / almost daily)
Mechanical_HeatingAndCooling.csv,Equipment_Use_Frequency,Seldom (1-2x per month)
Mechanical_HeatingAndCooling.csv,Fan_Type,ECM
Mechanical_HeatingAndCooling.csv,Fan_Type,PSC
Mechanical_HeatingAndCooling.csv,Filter_Type,Disposable thick pleated
Mechanical_HeatingAndCooling.csv,Filter_Type,Disposable thin
Mechanical_HeatingAndCooling.csv,Filter_Type,Electronic air cleaner
Mechanical_HeatingAndCooling.csv,Filter_Type,Electrostatic air filter
Mechanical_HeatingAndCooling.csv,Filter_Type,None
Mechanical_HeatingAndCooling.csv,Filter_Type,Other
Mechanical_HeatingAndCooling.csv,Fireplace_Type,Factory Built Insert
Mechanical_HeatingAndCooling.csv,Fireplace_Type,Glass Open Hearth
Mechanical_HeatingAndCooling.csv,Fireplace_Type,Open Hearth
Mechanical_HeatingAndCooling.csv,Fireplace_Type,Stove
Mechanical_HeatingAndCooling.csv,Fuel,Electric
Mechanical_HeatingAndCooling.csv,Fuel,Gasoline
Mechanical_HeatingAndCooling.csv,Fuel,Kerosene
Mechanical_HeatingAndCooling.csv,Fuel,Natural gas
Mechanical_HeatingAndCooling.csv,Fuel,None
Mechanical_HeatingAndCooling.csv,Fuel,Oil
Mechanical_HeatingAndCooling.csv,Fuel,Other
Mechanical_HeatingAndCooling.csv,Fuel,Propane
Mechanical_HeatingAndCooling.csv,Fuel,Wood (cord)
Mechanical_HeatingAndCooling.csv,Fuel,Wood (pellets)
Mechanical_HeatingAndCooling.csv,Fuel_Valve_Type,Dual Stage
Mechanical_HeatingAndCooling.csv,Fuel_Valve_Type,Modulating
Mechanical_HeatingAndCooling.csv,Fuel_Valve_Type,Single Stage
Mechanical_HeatingAndCooling.csv,HSPF_is_Est,Estimated
Mechanical_HeatingAndCooling.csv,HSPF_is_Est,Known or from Nameplate
Mechanical_HeatingAndCooling.csv,HSPF_is_Est,Measured or Known
Mechanical_HeatingAndCooling.csv,HSPF_is_Est,Model number lookup
Mechanical_HeatingAndCooling.csv,Heat_Pump_Compressor_Works_in_Heating_Mode,No
Mechanical_HeatingAndCooling.csv,Heat_Pump_Compressor_Works_in_Heating_Mode,Yes
Mechanical_HeatingAndCooling.csv,Heating_Size_BTUh_is_Est,Estimated
Mechanical_HeatingAndCooling.csv,Heating_Size_BTUh_is_Est,Measured or Known
Mechanical_HeatingAndCooling.csv,Heating_Size_BTUh_is_Est,Model number lookup
Mechanical_HeatingAndCooling.csv,Heating_Size_kW_is_Est,Estimated
Mechanical_HeatingAndCooling.csv,Heating_Size_kW_is_Est,Measured or Known
Mechanical_HeatingAndCooling.csv,High_Heating_Efficiency_is_Est,Estimated
Mechanical_HeatingAndCooling.csv,High_Heating_Efficiency_is_Est,Known or from Nameplate
Mechanical_HeatingAndCooling.csv,High_Input_Heating_Capacity_BTUh_is_Est,Estimated
Mechanical_HeatingAndCooling.csv,High_Input_Heating_Capacity_BTUh_is_Est,Known or from Nameplate
Mechanical_HeatingAndCooling.csv,High_Output_Heating_Capacity_BTUh_is_Est,Estimated
Mechanical_HeatingAndCooling.csv,High_Output_Heating_Capacity_BTUh_is_Est,Known or from Nameplate
Mechanical_HeatingAndCooling.csv,Humidifier_Present,No
Mechanical_HeatingAndCooling.csv,Humidifier_Present,Yes
Mechanical_HeatingAndCooling.csv,Ignition_Type,Intermittent ignition
Mechanical_HeatingAndCooling.csv,Ignition_Type,"Manual (matches, lighter, etc)"
Mechanical_HeatingAndCooling.csv,Ignition_Type,Standing pilot
Mechanical_HeatingAndCooling.csv,Known_to_be_Variable_Speed,No
Mechanical_HeatingAndCooling.csv,Known_to_be_Variable_Speed,Yes
Mechanical_HeatingAndCooling.csv,Lockout_HeatPump_Heating_Temp_Determined,No
Mechanical_HeatingAndCooling.csv,Lockout_HeatPump_Heating_Temp_Determined,Yes
Mechanical_HeatingAndCooling.csv,Low_Heating_Efficiency_is_Est,Estimated
Mechanical_HeatingAndCooling.csv,Low_Heating_Efficiency_is_Est,Known or from Nameplate
Mechanical_HeatingAndCooling.csv,Low_Input_Heating_Capacity_BTUh_is_Est,Estimated
Mechanical_HeatingAndCooling.csv,Low_Input_Heating_Capacity_BTUh_is_Est,Known or from Nameplate
Mechanical_HeatingAndCooling.csv,Low_Output_Heating_Capacity_BTUh_is_Est,Estimated
Mechanical_HeatingAndCooling.csv,Low_Output_Heating_Capacity_BTUh_is_Est,Known or from Nameplate
Mechanical_HeatingAndCooling.csv,Mini_Split_Has_Ducts,No
Mechanical_HeatingAndCooling.csv,Mini_Split_Has_Ducts,Yes
Mechanical_HeatingAndCooling.csv,Mini_Split_System_Number,Mini-split System #1
Mechanical_HeatingAndCooling.csv,Mini_Split_System_Number,Mini-split System #2
Mechanical_HeatingAndCooling.csv,Mini_Split_System_Number,Mini-split System #3
Mechanical_HeatingAndCooling.csv,Mini_Split_System_Number,Mini-split System #4
Mechanical_HeatingAndCooling.csv,Mini_Split_is_Multihead,No
Mechanical_HeatingAndCooling.csv,Mini_Split_is_Multihead,Yes
Mechanical_HeatingAndCooling.csv,Model_Missing,Nameplate is illegible
Mechanical_HeatingAndCooling.csv,Model_Missing,Nameplate is inaccessible
Mechanical_HeatingAndCooling.csv,Model_Missing,No nameplate
Mechanical_HeatingAndCooling.csv,Model_Missing,Other
Mechanical_HeatingAndCooling.csv,Primary_Cooling_System_Prescribed,No
Mechanical_HeatingAndCooling.csv,Primary_Cooling_System_Prescribed,Yes
Mechanical_HeatingAndCooling.csv,Primary_Cooling_System_SelfReport,No
Mechanical_HeatingAndCooling.csv,Primary_Cooling_System_SelfReport,Yes
Mechanical_HeatingAndCooling.csv,Primary_Heating_System_Prescribed,No
Mechanical_HeatingAndCooling.csv,Primary_Heating_System_Prescribed,Yes
Mechanical_HeatingAndCooling.csv,Primary_Heating_System_SelfReport,No
Mechanical_HeatingAndCooling.csv,Primary_Heating_System_SelfReport,Yes
Mechanical_HeatingAndCooling.csv,Provides_Cooling,No
Mechanical_HeatingAndCooling.csv,Provides_Cooling,Yes
Mechanical_HeatingAndCooling.csv,Provides_Heating,No
Mechanical_HeatingAndCooling.csv,Provides_Heating,Yes
Mechanical_HeatingAndCooling.csv,SEER_is_Estimated,Estimated
Mechanical_HeatingAndCooling.csv,SEER_is_Estimated,Known or from Nameplate
Mechanical_HeatingAndCooling.csv,SEER_is_Estimated,Model number lookup
Mechanical_HeatingAndCooling.csv,Single_Stage_Input_Heating_Capacity_BTUh_is_Est,Estimated
Mechanical_HeatingAndCooling.csv,Single_Stage_Input_Heating_Capacity_BTUh_is_Est,Known or from Nameplate
Mechanical_HeatingAndCooling.csv,Single_Stage_Output_Heating_Capacity_BTUh_is_Est,Estimated
Mechanical_HeatingAndCooling.csv,Single_Stage_Output_Heating_Capacity_BTUh_is_Est,Known or from Nameplate
Mechanical_HeatingAndCooling.csv,Single_Stage_Output_Heating_Capacity_BTUh_is_Est,Model number lookup
Mechanical_HeatingAndCooling.csv,System_is_Backup_for_Heatpump,No
Mechanical_HeatingAndCooling.csv,System_is_Backup_for_Heatpump,Yes
Mechanical_HeatingAndCooling.csv,System_on_same_Tstat_as_Heat_Pump,No
Mechanical_HeatingAndCooling.csv,System_on_same_Tstat_as_Heat_Pump,Yes
Mechanical_HeatingAndCooling.csv,Venting_Type,Atmospheric
Mechanical_HeatingAndCooling.csv,Venting_Type,Condensing
Mechanical_HeatingAndCooling.csv,Venting_Type,Draft Assist
Mechanical_HeatingAndCooling.csv,WiFi_Capable,No
Mechanical_HeatingAndCooling.csv,WiFi_Capable,Yes
Mechanical_HeatingAndCooling.csv,Zones_Served,Downstairs
Mechanical_HeatingAndCooling.csv,Zones_Served,Other
Mechanical_HeatingAndCooling.csv,Zones_Served,Upstairs
Mechanical_HeatingAndCooling.csv,Zones_Served,Whole Home
Mechanical_KitchenVent.csv,System_Type,High Capacity Exhaust
Mechanical_KitchenVent.csv,System_Type,Recirculating Only
Mechanical_KitchenVent.csv,System_Type,Small Capacity Exhaust
Mechanical_KitchenVent.csv,Ventilation_Controls,Manual thermostat - Analog
Mechanical_KitchenVent.csv,Ventilation_Controls,Manual thermostat - Digital
Mechanical_KitchenVent.csv,Ventilation_Controls,None
Mechanical_KitchenVent.csv,Ventilation_Controls,On/off
Mechanical_KitchenVent.csv,Ventilation_Controls,Programmable thermostat
Mechanical_KitchenVent.csv,Ventilation_Controls,Timer
Mechanical_One_Line.csv,Attached_Detached_SF_StrataVar,Attached
Mechanical_One_Line.csv,Attached_Detached_SF_StrataVar,Detached
Mechanical_One_Line.csv,BPA_SF_StrataVar,BPA
Mechanical_One_Line.csv,BPA_SF_StrataVar,Non-BPA
Mechanical_One_Line.csv,Building_Category,"Duplex, Triplex, or Fourplex"
Mechanical_One_Line.csv,Building_Category,Manufactured - Double Wide
Mechanical_One_Line.csv,Building_Category,Manufactured - Single Wide
Mechanical_One_Line.csv,Building_Category,Single Family Detached
Mechanical_One_Line.csv,Building_Category,Townhome or Rowhome
Mechanical_One_Line.csv,Building_Type,Single Family
Mechanical_One_Line.csv,Electric_Utility_BPA,No
Mechanical_One_Line.csv,Electric_Utility_BPA,Yes
Mechanical_One_Line.csv,Gas_Utility,AVISTA
Mechanical_One_Line.csv,Gas_Utility,BIG SKY GAS
Mechanical_One_Line.csv,Gas_Utility,CASCADE NATURAL GAS COMPANY
Mechanical_One_Line.csv,Gas_Utility,ENERGY WEST
Mechanical_One_Line.csv,Gas_Utility,INTERMOUNTAIN GAS
Mechanical_One_Line.csv,Gas_Utility,MONTANA DOKOTA GAS
Mechanical_One_Line.csv,Gas_Utility,NORTHWESTERN
Mechanical_One_Line.csv,Gas_Utility,NW NATURAL GAS
Mechanical_One_Line.csv,Gas_Utility,PUGET SOUND ENERGY
Mechanical_One_Line.csv,Gas_Utility,UNKNOWN
Mechanical_One_Line.csv,NWN_SF_StrataVar,NWN
Mechanical_One_Line.csv,NWN_SF_StrataVar,Non-NWN
Mechanical_One_Line.csv,Ownership,Own
Mechanical_One_Line.csv,Ownership,Rent
Mechanical_One_Line.csv,Primary_Cooling_System_Type,Central AC
Mechanical_One_Line.csv,Primary_Cooling_System_Type,Central Air Source Heat Pump
Mechanical_One_Line.csv,Primary_Cooling_System_Type,Ductless Mini-split AC
Mechanical_One_Line.csv,Primary_Cooling_System_Type,Ductless Mini-split Heat Pump
Mechanical_One_Line.csv,Primary_Cooling_System_Type,Evaporative Cooler
Mechanical_One_Line.csv,Primary_Cooling_System_Type,Geothermal Heat Pump
Mechanical_One_Line.csv,Primary_Cooling_System_Type,None
Mechanical_One_Line.csv,Primary_Cooling_System_Type,"PTAC ""Packaged Terminal Air Conditioner"""
