"SiteID","RoomID","ApplianceID","Type","Make","Model","Vintage","Serial","Energy_Star","Programmed","Thermostat_Wifi_Controls_Used","System_Controlled","Room_Type"
"SITE_1267","ROOM_44750","APPL_171917","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1267","ROOM_41539","APPL_71098","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1267","ROOM_26290","APPL_49058","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1267","ROOM_31075","APPL_20126","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1268","ROOM_43964","APPL_91262","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_127","ROOM_35740","APPL_124266","Programmable thermostat","Honeywell","CHROMOTHERM III","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_1270","ROOM_28298","APPL_2936","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1270","ROOM_13017","APPL_152255","Manual thermostat - Digital","Emerson","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Outbuilding / Addition"
"SITE_1270","ROOM_27655","APPL_133458","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1270","ROOM_6230","APPL_102541","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1270","ROOM_33956","APPL_77881","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1270","ROOM_9279","APPL_114278","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1270","ROOM_6131","APPL_84222","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1270","ROOM_38041","APPL_121730","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1270","ROOM_31999","APPL_82236","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1271","ROOM_45252","APPL_56198","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1271","ROOM_15313","APPL_119564","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1271","ROOM_36049","APPL_91405","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1271","ROOM_5707","APPL_107081","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1272","ROOM_37903","APPL_95765","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Office"
"SITE_1272","ROOM_40257","APPL_159197","Programmable thermostat","Lux","PSP511LA","Unknown","UNKNOWN","No","Yes",NA,"Central System","Living Room"
"SITE_1273","ROOM_37987","APPL_1329","Manual thermostat - Analog","Honeywell","LR1620","Unknown","T87F 3855 3","No",NA,NA,"Central System","Hallway"
"SITE_1274","ROOM_27085","APPL_124226","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Hallway"
"SITE_1276","ROOM_23565","APPL_99182","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Living Room"
"SITE_1277","ROOM_11920","APPL_55485","Smart/Wi-Fi thermostat","Honeywell","TH6220WF2006","Unknown","UNKNOWN","Unknown","Yes","Yes","Central System","Hallway"
"SITE_1278","ROOM_28409","APPL_87566","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Hallway"
"SITE_1279","ROOM_10716","APPL_166562","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Hallway"
"SITE_128","ROOM_18936","APPL_170704","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Living Room"
"SITE_1280","ROOM_30700","APPL_106645","Additional Thermostat Temperature Sensor","SkyScan","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Unknown","Family Room"
"SITE_1280","ROOM_25860","APPL_156068","Additional Thermostat Temperature Sensor","Acu rite","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Unknown","Kitchen"
"SITE_1280","ROOM_37353","APPL_154829","Wi-Fi enabled thermostat","Lennox","UNKNOWN","Unknown","UNKNOWN","Unknown","No","No","Central System","Dining Room"
"SITE_1281","ROOM_22346","APPL_59277","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1281","ROOM_462","APPL_2141","Wi-Fi enabled thermostat","Carrier","UNKNOWN","Unknown","UNKNOWN","No","Yes","No","Central System","Kitchen"
"SITE_1282","ROOM_42379","APPL_162430","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Living Room"
"SITE_1283","ROOM_23903","APPL_162985","Smart/Wi-Fi thermostat","Carrier","SYSTXCCWIC01-B","Unknown","0722W203867","No","Yes","Yes","Central System","Kitchen"
"SITE_1283","ROOM_37643","APPL_50481","Additional Thermostat Temperature Sensor","Carrier","UNKNOWN","Unknown","4221M191072","Unknown",NA,NA,"Central System","Family Room"
"SITE_1284","ROOM_12111","APPL_26700","Manual thermostat - Digital","Carrier","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Living Room"
"SITE_1285","ROOM_7370","APPL_8227","Manual thermostat - Digital","Water Furnace","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Hallway"
"SITE_1285","ROOM_35186","APPL_163542","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1286","ROOM_33422","APPL_71114","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_1286","ROOM_2023","APPL_95299","Manual thermostat - Analog","White Rodgers","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1286","ROOM_8533","APPL_103952","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Closet"
"SITE_1286","ROOM_7085","APPL_78230","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1286","ROOM_21849","APPL_48553","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1286","ROOM_1789","APPL_64092","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1287","ROOM_11033","APPL_82043","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Zonal System","Living Room"
"SITE_1287","ROOM_1864","APPL_27424","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1287","ROOM_44872","APPL_36260","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Zonal System","Living Room"
"SITE_1287","ROOM_22384","APPL_136465","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Office"
"SITE_1287","ROOM_12968","APPL_89019","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1287","ROOM_12506","APPL_56688","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1288","ROOM_3328","APPL_165959","Programmable thermostat","Unknown","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Living Room"
"SITE_1289","ROOM_17033","APPL_26819","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1289","ROOM_14862","APPL_19485","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1289","ROOM_10589","APPL_102727","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1289","ROOM_45211","APPL_120301","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1289","ROOM_32669","APPL_39587","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Dining Room"
"SITE_1289","ROOM_16545","APPL_144811","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Laundry"
"SITE_1289","ROOM_45555","APPL_60131","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_129","ROOM_20828","APPL_94264","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_129","ROOM_13761","APPL_53114","Programmable thermostat","Honeywell","PRO SERIES","Unknown","UNKNOWN","Unknown","No",NA,"Central System","Hallway"
"SITE_129","ROOM_27024","APPL_128288","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1290","ROOM_8315","APPL_126333","Smart thermostat","Ecobee","UNKNOWN","Unknown","521749001962","Unknown","Yes","Unknown","Central System","Hallway"
"SITE_1290","ROOM_8660","APPL_107219","Manual thermostat - Analog","White Rodgers","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Garage"
"SITE_1291","ROOM_2541","APPL_1553","Smart/Wi-Fi thermostat","Honeywell","TH8320R1003","Unknown","UNKNOWN","No","Yes","Unknown","Central System","Hallway"
"SITE_1292","ROOM_40399","APPL_166936","Manual thermostat - Digital","Honeywell","PROSERIES","Unknown","UNKNOWN","No",NA,NA,"Central System","Hallway"
"SITE_1293","ROOM_30258","APPL_30665","Manual thermostat - Analog","White Rodgers","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Hallway"
"SITE_1293","ROOM_30258","APPL_84486","Wi-Fi enabled thermostat","Honeywell","HOME","Unknown","UNKNOWN","No","Unknown","Unknown","Central System","Hallway"
"SITE_1294","ROOM_3221","APPL_26715","Manual thermostat - Analog","Columbus Electric","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1295","ROOM_5691","APPL_11098","Programmable thermostat","American Standard","ACONT802AS32DAA","Unknown","UNKNOWN","No","Yes",NA,"Central System","Kitchen"
"SITE_1295","ROOM_30602","APPL_71601","Programmable thermostat","WARMYOURFLOOR","500670","Unknown","UNKNOWN","No","Yes",NA,"Zonal System","Bathroom"
"SITE_1295","ROOM_27292","APPL_4908","Programmable thermostat","WARMYOURFLOOR","500670","Unknown","UNKNOWN","No","No",NA,"Zonal System","Bathroom"
"SITE_1295","ROOM_44523","APPL_114780","Wi-Fi enabled thermostat","Mr Cool","UNKNOWN","Unknown","UNKNOWN","No","Yes","Yes","Zonal System","Outbuilding / Addition"
"SITE_1296","ROOM_34784","APPL_165111","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Kitchen"
"SITE_1297","ROOM_40168","APPL_44803","Programmable thermostat","Honeywell","PRO SERIES","Unknown","UNKNOWN","No","Yes",NA,"Central System","Living Room"
"SITE_1298","ROOM_7052","APPL_61941","Manual thermostat - Digital","Ductless aire","RG57AG/BGEFUT","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1298","ROOM_2400","APPL_114132","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Hallway"
"SITE_1299","ROOM_7867","APPL_142126","Programmable thermostat","Honeywell","RTH7600D1006","Unknown","UNKNOWN","No","Yes",NA,"Central System","Living Room"
"SITE_13","ROOM_25778","APPL_148978","Smart thermostat","Google Nest","NEST","Unknown","UNKNOWN","Unknown","Yes","Yes","Central System","Living Room"
"SITE_130","ROOM_16190","APPL_131585","Programmable thermostat","Fujitsu","AR-RY7","Unknown","UNKNOWN","No","Yes",NA,"Zonal System","Bedroom"
"SITE_130","ROOM_16190","APPL_21286","Manual thermostat - Digital","INSIGNA","PSG INSIGNA LV","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_130","ROOM_21665","APPL_111064","Manual thermostat - Digital","PSG","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Closet"
"SITE_130","ROOM_39388","APPL_20013","Manual thermostat - Digital","PSG","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_130","ROOM_24553","APPL_87485","Manual thermostat - Digital","PSG","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_130","ROOM_15035","APPL_13359","Manual thermostat - Digital","PSG","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_130","ROOM_5989","APPL_44749","Manual thermostat - Digital","PSG","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_130","ROOM_41998","APPL_135821","Manual thermostat - Digital","PSG","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_130","ROOM_3265","APPL_87794","Programmable thermostat","Fujitsu","AR-RY7","Unknown","UNKNOWN","No","Yes",NA,"Zonal System","Family Room"
"SITE_130","ROOM_3265","APPL_174391","Manual thermostat - Digital","PSG","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Unknown","Family Room"
"SITE_130","ROOM_12397","APPL_65523","Manual thermostat - Digital","PSG","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Office"
"SITE_130","ROOM_20901","APPL_60728","Manual thermostat - Digital","PSG","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Outbuilding / Addition"
"SITE_130","ROOM_3370","APPL_15667","On/off","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Outbuilding / Addition"
"SITE_1300","ROOM_23897","APPL_13981","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Hallway"
"SITE_1301","ROOM_44823","APPL_102001","Additional Thermostat Temperature Sensor","Tekmar","ZONE MANAGER 335","Unknown","9403 0007","Unknown",NA,NA,"Zonal System","Basement"
"SITE_1301","ROOM_28376","APPL_71778","Programmable thermostat","Venmar","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Zonal System","Living Room"
"SITE_1301","ROOM_28376","APPL_31430","Programmable thermostat","Tekmar","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Zonal System","Living Room"
"SITE_1301","ROOM_35523","APPL_16321","Programmable thermostat","Tekmar","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Zonal System","Entry/Entryway"
"SITE_1301","ROOM_13231","APPL_20714","Timer","Venmar","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1301","ROOM_41731","APPL_57034","Timer","Venmar","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1301","ROOM_41731","APPL_157224","Programmable thermostat","Tekmar","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Zonal System","Bathroom"
"SITE_1301","ROOM_39112","APPL_71790","Programmable thermostat","Tekmar","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Zonal System","Bedroom"
"SITE_1301","ROOM_57","APPL_153549","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1301","ROOM_1176","APPL_71725","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1302","ROOM_30597","APPL_22472","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_1302","ROOM_41562","APPL_80173","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_1302","ROOM_44180","APPL_96448","Programmable thermostat","Warmup","UNKNOWN","Unknown","UNKNOWN","No","No",NA,"Zonal System","Bathroom"
"SITE_1302","ROOM_30426","APPL_18392","Programmable thermostat","Fujitsu","UNKNOWN","Unknown","UNKNOWN","No","No",NA,"Zonal System","Outbuilding / Addition"
"SITE_1303","ROOM_22640","APPL_5914","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Living Room"
"SITE_1303","ROOM_22640","APPL_135452","Programmable thermostat","Mitsubishi","SG14A","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Living Room"
"SITE_1304","ROOM_44667","APPL_40766","Smart/Wi-Fi thermostat","Lennox","ICOMFORT S30","Unknown","HD21C91414","Unknown","Yes","Yes","Central System","Living Room"
"SITE_1305","ROOM_1088","APPL_134480","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Family Room"
"SITE_1305","ROOM_11028","APPL_75926","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1305","ROOM_3254","APPL_114011","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Hallway"
"SITE_1305","ROOM_20978","APPL_142787","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_1306","ROOM_1949","APPL_85592","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","No",NA,"Central System","Hallway"
"SITE_1307","ROOM_9286","APPL_78136","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Garage"
"SITE_1307","ROOM_6547","APPL_168134","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Dining Room"
"SITE_1308","ROOM_38501","APPL_131467","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_1308","ROOM_9854","APPL_37284","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1308","ROOM_8299","APPL_28541","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1308","ROOM_45191","APPL_52474","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1309","ROOM_42120","APPL_61452","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Hallway"
"SITE_1309","ROOM_42120","APPL_157174","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Hallway"
"SITE_131","ROOM_10870","APPL_120131","Manual thermostat - Analog","Comfort Zone","859M","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_131","ROOM_32516","APPL_160189","Manual thermostat - Analog","Comfort Zone","859M","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_131","ROOM_31881","APPL_49103","Manual thermostat - Analog","Comfort Zone","859M","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_131","ROOM_1501","APPL_28450","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_131","ROOM_31610","APPL_55726","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Family Room"
"SITE_131","ROOM_10109","APPL_92592","Manual thermostat - Analog","Comfort Zone","859M","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_131","ROOM_35911","APPL_15589","Manual thermostat - Analog","Comfort Zone","859M","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_131","ROOM_42531","APPL_3791","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Office"
"SITE_1310","ROOM_34948","APPL_47493","Programmable thermostat","Mitsubishi","KM15E","Unknown","05V8154","No","No",NA,"Zonal System","Bedroom"
"SITE_1310","ROOM_42979","APPL_109888","Programmable thermostat","Mitsubishi","KM15E","Unknown","0605868","No","No",NA,"Zonal System","Hallway"
"SITE_1310","ROOM_3021","APPL_9552","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1310","ROOM_9192","APPL_145913","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1310","ROOM_33933","APPL_110211","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1310","ROOM_28084","APPL_172194","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1310","ROOM_45208","APPL_28308","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Hallway"
"SITE_1310","ROOM_45208","APPL_158325","Programmable thermostat","American Standard","UNKNOWN","Unknown","UNKNOWN","Unknown","No",NA,"Central System","Hallway"
"SITE_1310","ROOM_5288","APPL_52196","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_1310","ROOM_9837","APPL_31475","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Office"
"SITE_1310","ROOM_28814","APPL_60976","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1310","ROOM_5492","APPL_132251","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1310","ROOM_5231","APPL_99121","Manual thermostat - Digital","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Garage"
"SITE_1310","ROOM_41984","APPL_88511","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Basement"
"SITE_1310","ROOM_41984","APPL_65258","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Basement"
"SITE_1310","ROOM_42926","APPL_17634","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1311","ROOM_19765","APPL_67147","Manual thermostat - Analog","Enerco","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Garage"
"SITE_1311","ROOM_32774","APPL_65445","Smart thermostat","Google Nest","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes","Yes","Central System","Kitchen"
"SITE_1312","ROOM_3823","APPL_115290","Manual thermostat - Digital","White Rodgers","1F78","Unknown","UNKNOWN","No",NA,NA,"Central System","Living Room"
"SITE_1313","ROOM_45571","APPL_63329","Smart thermostat","Google Nest","NEST","Unknown","UNKNOWN","Yes","No","Yes","Central System","Hallway"
"SITE_1314","ROOM_34071","APPL_79182","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1314","ROOM_29101","APPL_127539","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1314","ROOM_39536","APPL_161167","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1314","ROOM_36349","APPL_63780","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1314","ROOM_38060","APPL_33471","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1314","ROOM_19434","APPL_35740","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_1314","ROOM_4804","APPL_135477","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1314","ROOM_17376","APPL_171034","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1316","ROOM_1647","APPL_167383","Manual thermostat - Analog","King","K102","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Other"
"SITE_1316","ROOM_10172","APPL_158869","Manual thermostat - Digital","Quadra Fire","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Family Room"
"SITE_1316","ROOM_18579","APPL_156359","Manual thermostat - Analog","King","K102","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1316","ROOM_39958","APPL_169406","Manual thermostat - Analog","King","K102","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1316","ROOM_22390","APPL_61801","Manual thermostat - Analog","King","K102","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1316","ROOM_15281","APPL_68004","Manual thermostat - Analog","King","K102","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1317","ROOM_24944","APPL_99402","Programmable thermostat","Honeywell","TH411OU2005","Unknown","1735JD172697","No","Yes",NA,"Central System","Living Room"
"SITE_1318","ROOM_39198","APPL_146209","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1318","ROOM_18732","APPL_83424","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1318","ROOM_34097","APPL_142596","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
