"SiteID","RoomID","ApplianceID","Make","Make_Other","Model","Vintage","Serial","WiFi_Capable","Motor_Power","Motor_Power_Units","Disposal_Missing_Model_Reason","Disposal_Missing_Model_Reason_Other"
"SITE_378","ROOM_23758","APPL_129579","Other","Sinkmaster","#801","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_379","ROOM_28608","APPL_114712","InSinkErator",NA,"BADGER 900-3","Unknown","#21111487035","No","0.75","HP",NA,NA
"SITE_38","ROOM_12827","APPL_19239","InSinkErator",NA,"BADGER-5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_381","ROOM_29705","APPL_6490","InSinkErator",NA,"333/","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_382","ROOM_4110","APPL_6547","InSinkErator",NA,"Unknown","Unknown","Unknown","Unknown","Unknown",NA,"NO NAMEPLATE",NA
"SITE_383","ROOM_17911","APPL_101558","InSinkErator",NA,"SELECT-1","Unknown","#12071777299","No","Unknown",NA,NA,NA
"SITE_384","ROOM_8897","APPL_58821","InSinkErator",NA,"BADGER 1","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_386","ROOM_24878","APPL_92195","InSinkErator",NA,"#1-87","Unknown","#17041227711","No","0.33","HP",NA,NA
"SITE_387","ROOM_14189","APPL_74461","InSinkErator",NA,"PRO-750-2","Unknown","#18083039845","No","0.75","HP",NA,NA
"SITE_39","ROOM_5660","APPL_137387","InSinkErator",NA,"BADGER 500","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_392","ROOM_38916","APPL_43737","KitchenAid",NA,"Unknown","Unknown","Unknown","No","0.75","HP","NO NAMEPLATE",NA
"SITE_393","ROOM_11652","APPL_118923","InSinkErator",NA,"BADGER 5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_394","ROOM_30180","APPL_66590","InSinkErator",NA,"BADGER 900","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_395","ROOM_6670","APPL_10363","InSinkErator",NA,"BADGER 1","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_397","ROOM_22403","APPL_157047","InSinkErator",NA,"#5-84A","Unknown","#16011336643","No","0.5","HP",NA,NA
"SITE_399","ROOM_30401","APPL_143460","InSinkErator",NA,"BADGER 100","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_4","ROOM_41729","APPL_146236","Unknown",NA,"T-1060","Unknown","Unknown","No","1","HP",NA,NA
"SITE_40","ROOM_29954","APPL_133396","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_400","ROOM_19645","APPL_53141","InSinkErator",NA,"#5-87A","Unknown","#19061012590","No","0.5","HP",NA,NA
"SITE_401","ROOM_38346","APPL_136552","InSinkErator",NA,"PRO333SS-1","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_402","ROOM_37232","APPL_57606","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.75","HP","NO NAMEPLATE",NA
"SITE_404","ROOM_8398","APPL_26114","InSinkErator",NA,"BADGER 5-89A","Unknown","#21011112603","No","0.5","HP",NA,NA
"SITE_405","ROOM_38340","APPL_105502","InSinkErator",NA,"BADGER 900","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_407","ROOM_14165","APPL_32802","InSinkErator",NA,"BADGER 1XT-1","Unknown","#16051439122","No","0.33","HP",NA,NA
"SITE_408","ROOM_4609","APPL_156090","InSinkErator",NA,"#5-81","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_41","ROOM_18411","APPL_126314","InSinkErator",NA,"ESSENTIAL","Unknown","#07071617690","No","0.75","HP",NA,NA
"SITE_410","ROOM_23083","APPL_14933","InSinkErator",NA,"ESSENTIAL-5","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_411","ROOM_8233","APPL_62819","Waste King",NA,"Unknown","Unknown","Unknown","No","0.75","HP","NO NAMEPLATE",NA
"SITE_412","ROOM_21989","APPL_134752","InSinkErator",NA,"444-3","Unknown","VH 73442201","No","0.75","HP",NA,NA
"SITE_415","ROOM_12303","APPL_133198","InSinkErator",NA,"#5-84","2012","#12121904625","No","0.5","HP",NA,NA
"SITE_416","ROOM_24678","APPL_156108","InSinkErator",NA,"BADGER 15SS-1","Unknown","#17121404870","No","Unknown",NA,NA,NA
"SITE_417","ROOM_6992","APPL_127445","InSinkErator",NA,"BADGER I-90A","Unknown","2004138598-","No","0.33","HP",NA,NA
"SITE_419","ROOM_25836","APPL_43476","Kenmore",NA,"#175605150","Unknown","LD9974526","No","0.75","HP",NA,NA
"SITE_42","ROOM_20044","APPL_3356","InSinkErator",NA,"PRO SS","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_420","ROOM_15294","APPL_93448","Waste King",NA,"GX75C","2016","1G6-06636-59","Unknown","0.75","HP",NA,NA
"SITE_421","ROOM_36554","APPL_145487","InSinkErator",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"NO NAMEPLATE",NA
"SITE_423","ROOM_35926","APPL_109629","Waste King",NA,"GXP50C","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_426","ROOM_30655","APPL_145786","InSinkErator",NA,"BADGER 5XP-3","Unknown","#16011098520","No","0.75","HP",NA,NA
"SITE_427","ROOM_133","APPL_152767","InSinkErator",NA,"#1-87","Unknown","#11121512050","No","0.333","kW",NA,NA
"SITE_428","ROOM_20685","APPL_75522","InSinkErator",NA,"BADGER 500-1","Unknown","#14071678977","No","0.5","HP",NA,NA
"SITE_429","ROOM_15812","APPL_121122","InSinkErator",NA,"77-72","Unknown","LB 46367894","No","0.75","HP",NA,NA
"SITE_43","ROOM_12595","APPL_58702","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_430","ROOM_11309","APPL_113575","InSinkErator",NA,"BADGER 500-1","Unknown","#18031437389","No","0.5","HP",NA,NA
"SITE_431","ROOM_36713","APPL_42735","Whirlpool",NA,"WHIRLAWAY 191","Unknown","Unknown","Unknown","0.33","HP",NA,NA
"SITE_432","ROOM_14951","APPL_67615","InSinkErator",NA,"BADGER 5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_433","ROOM_17657","APPL_81040","Maytag",NA,"DFC5500AAX-1","Unknown","10239948 CT","No","Unknown",NA,NA,NA
"SITE_434","ROOM_17939","APPL_89771","InSinkErator",NA,"PRO ESSENTIAL","Unknown","#06071533019","No","0.75","HP",NA,NA
"SITE_435","ROOM_45696","APPL_168315","InSinkErator",NA,"#5-81","Unknown","#06121890524","No","0.5","HP",NA,NA
"SITE_436","ROOM_5222","APPL_129821","InSinkErator",NA,"BADGER 500-3A","Unknown","#20041237650","No","0.5","HP",NA,NA
"SITE_437","ROOM_17761","APPL_69767","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.75","HP","Unknown",NA
"SITE_439","ROOM_23742","APPL_58029","InSinkErator",NA,"BADGER 500-2","Unknown","#19031018717","No","0.5","HP",NA,NA
"SITE_44","ROOM_32709","APPL_57700","InSinkErator",NA,"PRO77-7","Unknown","VH 73790262","No","1","HP",NA,NA
"SITE_443","ROOM_37932","APPL_65231","InSinkErator",NA,"#5-84A","Unknown","#13121551376","No","0.5","HP",NA,NA
"SITE_448","ROOM_43527","APPL_172564","Kenmore",NA,"Unknown","Unknown","Unknown","Unknown","0.5","HP","NO NAMEPLATE",NA
"SITE_449","ROOM_34314","APPL_17110","KitchenAid",NA,"KCDI250X3","Unknown","FNS4513382","No","0.75","HP",NA,NA
"SITE_45","ROOM_12630","APPL_32562","InSinkErator",NA,"BADGER 5","Unknown","Unknown","Unknown","0.5","HP",NA,NA
"SITE_451","ROOM_40233","APPL_96553","Other","True Value","MP35","Unknown","WG 77620937","No","0.33","HP",NA,NA
"SITE_452","ROOM_21763","APPL_129759","InSinkErator",NA,"#5-81","Unknown","#10081694900","No","0.5","HP",NA,NA
"SITE_454","ROOM_20501","APPL_85416","Other","Joneca","T1060","2005","GN12-108282","No","Unknown",NA,NA,NA
"SITE_455","ROOM_14340","APPL_147082","Waste King",NA,"EX50C","Unknown","2A0-16155-59","No","0.5","HP",NA,NA
"SITE_456","ROOM_24174","APPL_117963","InSinkErator",NA,"SEPTIC ASSIST-2","Unknown","#17023035285","No","0.75","HP",NA,NA
"SITE_457","ROOM_40547","APPL_117119","InSinkErator",NA,"#5-87","2018","#18071350318","No","0.5","HP",NA,NA
"SITE_459","ROOM_13696","APPL_94119","Waste King",NA,"GXP50C","Unknown","2M0-029218-59","No","0.5","HP",NA,NA
"SITE_46","ROOM_20793","APPL_5788","InSinkErator",NA,"BADGER5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_460","ROOM_17625","APPL_73178","InSinkErator",NA,"#5-75","Unknown","XD81103737","No","0.5","HP",NA,NA
"SITE_461","ROOM_28457","APPL_83279","InSinkErator",NA,"BADGER 900-1","Unknown","#18051250620","No","0.76","HP",NA,NA
"SITE_462","ROOM_5845","APPL_172944","InSinkErator",NA,"EVOLUTION EXCEL","Unknown","Unknown","No","1","HP",NA,NA
"SITE_463","ROOM_23234","APPL_152047","InSinkErator",NA,"#5-81","Unknown","#06121890383","No","0.5","HP",NA,NA
"SITE_465","ROOM_32389","APPL_160908","InSinkErator",NA,"TITAN D-75 DELUXE","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_466","ROOM_13601","APPL_97032","InSinkErator",NA,"BADGER 100","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_467","ROOM_1477","APPL_173450","InSinkErator",NA,"#1-83","Unknown","#07061815013","No","0.33","HP",NA,NA
"SITE_469","ROOM_41769","APPL_46262","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.33","HP","OTHER","NO MODEL NUMBER ON NAMEPLATE"
"SITE_472","ROOM_24507","APPL_164305","InSinkErator",NA,"SPACE SAVER-XP-2","Unknown","#21061085581","No","0.75","HP",NA,NA
"SITE_474","ROOM_43291","APPL_62165","InSinkErator",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"NO NAMEPLATE",NA
"SITE_475","ROOM_44113","APPL_155100","InSinkErator",NA,"BADGER","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_480","ROOM_11232","APPL_76548","InSinkErator",NA,"PRO 750-2","Unknown","#18053032986","No","0.75","HP",NA,NA
"SITE_482","ROOM_33200","APPL_28185","InSinkErator",NA,"444-5","Unknown","#06041877793","No","0.75","HP",NA,NA
"SITE_483","ROOM_8080","APPL_140544","InSinkErator",NA,"BADGER 5 PLUS","Unknown","Unknown","No","0.625","HP",NA,NA
"SITE_487","ROOM_5365","APPL_12534","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.5","HP","Unknown",NA
"SITE_490","ROOM_23154","APPL_125826","InSinkErator",NA,"#5-81","2009","#09091685619","No","0.5","HP",NA,NA
"SITE_491","ROOM_22884","APPL_128203","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.5","HP","Unknown",NA
"SITE_492","ROOM_29726","APPL_51130","Waste King",NA,"GXP33C","2017","1F6-08727-59","No","0.33","HP",NA,NA
"SITE_493","ROOM_9098","APPL_132323","InSinkErator",NA,"#5-84","2016","#16091306905","No","0.5","HP",NA,NA
"SITE_495","ROOM_15191","APPL_68378","InSinkErator",NA,"#5-71","Unknown","SK 65967937","No","0.5","HP",NA,NA
"SITE_497","ROOM_16142","APPL_27949","InSinkErator",NA,"#5-84A","Unknown","#12121688879","No","0.5","HP",NA,NA
"SITE_499","ROOM_7960","APPL_157934","Other","Sinkmaster","Unknown","Unknown","Unknown","No","Unknown",NA,"NO NAMEPLATE",NA
"SITE_5","ROOM_3732","APPL_86092","InSinkErator",NA,"COMPACT","Unknown","#08031523699","No","0.75","HP",NA,NA
"SITE_500","ROOM_17092","APPL_151464","InSinkErator",NA,"PRO COMPACT-P","Unknown","#09021670045","No","0.75","HP",NA,NA
"SITE_502","ROOM_3130","APPL_83306","InSinkErator",NA,"#1-87","2012","#11081622868","No","0.33","HP",NA,NA
"SITE_503","ROOM_40831","APPL_52212","Waste King",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"NO NAMEPLATE",NA
"SITE_504","ROOM_28700","APPL_160751","InSinkErator",NA,"#5-84","2009","#12091870347","No","0.5","HP",NA,NA
"SITE_505","ROOM_765","APPL_128356","InSinkErator",NA,"#5-84A","2017","#17081462848","No","0.5","HP",NA,NA
"SITE_509","ROOM_7335","APPL_68985","InSinkErator",NA,"PRO 1100XL-1","Unknown","#15053025298","No","1","HP",NA,NA
"SITE_51","ROOM_18830","APPL_72269","Unknown",NA,"Unknown","Unknown","Unknown","No","0.5","HP","NO NAMEPLATE",NA
"SITE_510","ROOM_3719","APPL_68806","InSinkErator",NA,"#5-84A","Unknown","#18011006740","No","0.5","HP",NA,NA
"SITE_511","ROOM_35988","APPL_90423","Other","DuraPro","#142001","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_512","ROOM_4875","APPL_14213","Kenmore",NA,"#60505","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_515","ROOM_10170","APPL_99543","Other","Whirlaway","Unknown","1992","Unknown","Unknown","Unknown",NA,NA,NA
"SITE_516","ROOM_1034","APPL_56711","InSinkErator",NA,"#5-87","Unknown","#19051212144","No","0.5","HP",NA,NA
"SITE_517","ROOM_15149","APPL_112537","InSinkErator",NA,"#5-84A","Unknown","#14041535536","No","0.5","HP",NA,NA
"SITE_518","ROOM_10298","APPL_146434","InSinkErator",NA,"BADGER 5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_525","ROOM_26308","APPL_99491","InSinkErator",NA,"COMPACT-P-1","Unknown","#10121731615","No","Unknown",NA,NA,NA
"SITE_527","ROOM_33475","APPL_171121","InSinkErator",NA,"PRO 880LT-1","Unknown","#17083039430","No","0.875","HP",NA,NA
"SITE_53","ROOM_25223","APPL_105173","InSinkErator",NA,"Unknown","Unknown","Unknown","Unknown","0.3","HP","NO NAMEPLATE",NA
"SITE_532","ROOM_39512","APPL_145242","InSinkErator",NA,"BADGER 900-1","2008","#12081700197","No","0.75","HP",NA,NA
"SITE_533","ROOM_12922","APPL_5851","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"Unknown",NA
"SITE_534","ROOM_20963","APPL_57713","InSinkErator",NA,"#5-84A","Unknown","#18021358279","No","0.5","HP",NA,NA
"SITE_536","ROOM_42619","APPL_159548","InSinkErator",NA,"BADGER 900","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_537","ROOM_30462","APPL_63609","Waste King",NA,"GXP50C","Unknown","Unknown","No","0.5","BHP",NA,NA
"SITE_538","ROOM_1094","APPL_38655","InSinkErator",NA,"BADGER 500-3","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_540","ROOM_24605","APPL_119787","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_541","ROOM_22408","APPL_101625","InSinkErator",NA,"PRO EXCEL","Unknown","#06071769935","No","1","HP",NA,NA
"SITE_543","ROOM_28327","APPL_32177","InSinkErator",NA,"BADGER900","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_547","ROOM_38555","APPL_76947","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_548","ROOM_45262","APPL_115367","InSinkErator",NA,"SPACE SAVER-P-1","Unknown","#13121517487","No","0.625","HP",NA,NA
"SITE_55","ROOM_2585","APPL_36439","InSinkErator",NA,"100-1","2019","#19011227613","No","0.33","HP",NA,NA
"SITE_55","ROOM_21430","APPL_36277","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_550","ROOM_36353","APPL_86949","InSinkErator",NA,"#1-87A","Unknown","#19051021004","No","0.33","HP",NA,NA
"SITE_553","ROOM_7360","APPL_78177","InSinkErator",NA,"BADGER 500-1","Unknown","#18031212895","No","0.5","HP",NA,NA
"SITE_555","ROOM_20892","APPL_48595","InSinkErator",NA,"PRO-ESSENTIAL 1","Unknown","#10051801978","No","0.76","HP",NA,NA
"SITE_556","ROOM_15836","APPL_48524","InSinkErator",NA,"#5-84A","Unknown","#15101363266","No","0.5","HP",NA,NA
"SITE_562","ROOM_44082","APPL_102445","InSinkErator",NA,"BADGER 5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_563","ROOM_42376","APPL_71361","InSinkErator",NA,"BADGER 5-89A","Unknown","#21091444636","No","0.5","HP",NA,NA
"SITE_566","ROOM_31786","APPL_125568","Maytag",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"Unknown",NA
"SITE_568","ROOM_33991","APPL_116428","InSinkErator",NA,"BADGER 100-1","Unknown","#17101405257","No","0.33","HP",NA,NA
"SITE_569","ROOM_25637","APPL_64173","InSinkErator",NA,"BADGER 500-1","Unknown","#12101932893","No","0.5","HP",NA,NA
"SITE_57","ROOM_17421","APPL_103201","KitchenAid",NA,"KCDI250X3","2004","FNP5195102","No","0.75","kW",NA,NA
"SITE_570","ROOM_26462","APPL_64376","Waste King",NA,"SS5000","Unknown","#871115069","No","0.75","HP",NA,NA
"SITE_571","ROOM_23384","APPL_155903","InSinkErator",NA,"333-76","Unknown","LD 46660523","No","0.5","HP",NA,NA
"SITE_572","ROOM_28895","APPL_134339","InSinkErator",NA,"BADGER 5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_574","ROOM_16650","APPL_160585","InSinkErator",NA,"BADGER 900-1","Unknown","#18101049437","No","0.75","HP",NA,NA
"SITE_575","ROOM_1171","APPL_83135","InSinkErator",NA,"COMPACT-P-1","Unknown","#12051843982","Unknown","0.75","HP",NA,NA
"SITE_577","ROOM_40930","APPL_140744","InSinkErator",NA,"PRO ESSENTIAL","Unknown","#10021761913","No","0.75","HP",NA,NA
"SITE_577","ROOM_40930","APPL_91232","InSinkErator",NA,"PRO ESSENTIAL","Unknown","#10021761911","No","0.75","HP",NA,NA
"SITE_579","ROOM_44875","APPL_85135","InSinkErator",NA,"SPACE SAVER-P-1","Unknown","#15051423829","No","0.625","HP",NA,NA
"SITE_580","ROOM_24949","APPL_36149","Waste King",NA,"#9980","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_581","ROOM_16931","APPL_13300","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_582","ROOM_44669","APPL_87030","InSinkErator",NA,"BADGER 900-1","Unknown","#15091480331","No","0.75","HP",NA,NA
"SITE_583","ROOM_45383","APPL_199","General Electric",NA,"GFC520F","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_585","ROOM_36089","APPL_29875","InSinkErator",NA,"PRO COMBAT","Unknown","#06121809260","No","0.75","HP",NA,NA
"SITE_585","ROOM_41046","APPL_23625","InSinkErator",NA,"Unknown","Unknown","Unknown","Unknown","Unknown",NA,"NO NAMEPLATE",NA
"SITE_586","ROOM_37757","APPL_91224","InSinkErator",NA,"EVOLOTION SELECT","2002","Unknown","No","Unknown",NA,NA,NA
"SITE_586","ROOM_3525","APPL_88907","InSinkErator",NA,"333 33-31","1989","#41245798","No","0.5","HP",NA,NA
"SITE_587","ROOM_25731","APPL_10033","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.5","HP","Unknown",NA
"SITE_59","ROOM_43544","APPL_13227","InSinkErator",NA,"EVOLUTION","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_590","ROOM_9867","APPL_163211","InSinkErator",NA,"BADGER 500","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_591","ROOM_15474","APPL_169127","Other","American Standard","Unknown","Unknown","Unknown","No","Unknown",NA,"NO NAMEPLATE",NA
"SITE_592","ROOM_11210","APPL_78941","Unknown",NA,"Unknown","Unknown","Unknown","No","0.75","HP","NO NAMEPLATE",NA
"SITE_593","ROOM_1005","APPL_74403","InSinkErator",NA,"#1-87A","Unknown","#19091311115","No","0.5","HP",NA,NA
"SITE_594","ROOM_43579","APPL_171038","InSinkErator",NA,"COMPACT","Unknown","#08061579942","No","0.75","HP",NA,NA
"SITE_595","ROOM_34626","APPL_44994","InSinkErator",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"Unknown",NA
"SITE_596","ROOM_39985","APPL_56926","InSinkErator",NA,"BADGER 5-89","Unknown","#20021044007","No","0.5","HP",NA,NA
"SITE_597","ROOM_26975","APPL_111529","InSinkErator",NA,"BADGER 500-3","Unknown","#20101403129","No","Unknown",NA,NA,NA
"SITE_599","ROOM_32181","APPL_60519","InSinkErator",NA,"SELECT-3","Unknown","#18103088472","No","0.625","HP",NA,NA
"SITE_600","ROOM_20876","APPL_93286","InSinkErator",NA,"BADGER 500-3","Unknown","#21051399287","No","Unknown",NA,NA,NA
"SITE_601","ROOM_33972","APPL_166231","InSinkErator",NA,"#5-84A","Unknown","#12021889680","No","0.5","HP",NA,NA
"SITE_605","ROOM_33508","APPL_132650","Other","Whirlaway","191PC","2013","1A3-03933-59","No","Unknown",NA,NA,NA
"SITE_607","ROOM_3584","APPL_155795","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.5","HP","Unknown",NA
"SITE_609","ROOM_22623","APPL_14187","InSinkErator",NA,"BADGER 5-89A","Unknown","#21061149158","No","Unknown",NA,NA,NA
"SITE_611","ROOM_15008","APPL_157109","InSinkErator",NA,"#5-84","Unknown","#14071962025","No","0.5","HP",NA,NA
"SITE_611","ROOM_15008","APPL_52593","InSinkErator",NA,"#5-84","Unknown","#14071962025","No","0.5","HP",NA,NA
"SITE_614","ROOM_34632","APPL_143422","InSinkErator",NA,"#5-81","Unknown","#07081721547","No","0.5","HP",NA,NA
"SITE_616","ROOM_46034","APPL_23788","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_618","ROOM_9371","APPL_19663","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_619","ROOM_38423","APPL_110813","InSinkErator",NA,"BADGER 5XP","2008","#07041562400","No","0.75","HP",NA,NA
"SITE_62","ROOM_29772","APPL_173957","InSinkErator",NA,"#5-81","Unknown","#07071585000","No","0.5","HP",NA,NA
"SITE_621","ROOM_15039","APPL_87328","InSinkErator",NA,"#5-87 A","2018","#18081395747","No","0.5","HP",NA,NA
"SITE_625","ROOM_20010","APPL_74332","InSinkErator",NA,"BADGER 500-3","Unknown","#20121451583","No","Unknown",NA,NA,NA
"SITE_626","ROOM_14609","APPL_81199","InSinkErator",NA,"BADGER 500-1","Unknown","#13091623349","No","0.5","HP",NA,NA
"SITE_626","ROOM_44005","APPL_23020","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_627","ROOM_2277","APPL_112330","InSinkErator",NA,"#5-87A","Unknown","#19111135543","No","0.5","HP",NA,NA
"SITE_629","ROOM_17902","APPL_162782","InSinkErator",NA,"#5-84A","Unknown","#16113104752","No","0.5","HP",NA,NA
"SITE_63","ROOM_9141","APPL_116666","InSinkErator",NA,"555SS-1","Unknown","WK 78604145","No","0.75","HP",NA,NA
"SITE_630","ROOM_31720","APPL_117827","InSinkErator",NA,"ASD1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_631","ROOM_4765","APPL_47946","Other","Evergrind","E-101","Unknown","#06031500426","No","0.33","HP",NA,NA
"SITE_632","ROOM_44897","APPL_86770","InSinkErator",NA,"SELECT-2","Unknown","#16093089088","No","0.33","HP",NA,NA
"SITE_633","ROOM_9099","APPL_72046","InSinkErator",NA,"BADGER 500-1","Unknown","#12121625776","No","0.5","HP",NA,NA
"SITE_636","ROOM_2825","APPL_64755","Waste King",NA,"GXP33C","2020","Unknown","No","0.33","HP",NA,NA
"SITE_637","ROOM_5405","APPL_106623","InSinkErator",NA,"EVOLUTION EXCEL","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_638","ROOM_4518","APPL_104782","Kenmore",NA,"ESSENTIAL-1","Unknown","#12041540697","No","0.75","HP",NA,NA
"SITE_639","ROOM_5720","APPL_167449","InSinkErator",NA,"PRO 750-1","Unknown","#15021965133","No","0.75","HP",NA,NA
"SITE_641","ROOM_13937","APPL_157894","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.5","HP","NO NAMEPLATE",NA
"SITE_642","ROOM_30071","APPL_117461","Kenmore",NA,"#175605530","Unknown","TL12951748","No","0.75","HP",NA,NA
"SITE_643","ROOM_20880","APPL_26313","Waste King",NA,"LEGEND 8000","Unknown","1L6-29974-59","No","Unknown",NA,NA,NA
"SITE_644","ROOM_45548","APPL_11226","InSinkErator",NA,"BADGER 500-1","Unknown","#15031645645","No","0.5","HP",NA,NA
"SITE_645","ROOM_27354","APPL_69301","InSinkErator",NA,"SELECT-1","Unknown","#13011908531","No","0.625","HP",NA,NA
"SITE_646","ROOM_41552","APPL_9363","Other","Whirlaway","#191","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_648","ROOM_16666","APPL_67626","InSinkErator",NA,"#5-84","Unknown","#18021425888","No","0.5","HP",NA,NA
"SITE_649","ROOM_20324","APPL_159994","Other","Ace Hardware","#1000","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_65","ROOM_37265","APPL_44968","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_650","ROOM_36766","APPL_23868","InSinkErator",NA,"MP50-4","Unknown","#19061232387","No","0.5","HP",NA,NA
"SITE_651","ROOM_1687","APPL_100013","InSinkErator",NA,"PRO ESSENTIAL","Unknown","#09041533321","No","0.75","HP",NA,NA
"SITE_652","ROOM_33495","APPL_77343","InSinkErator",NA,"ESTEEM-1","Unknown","#11091589356","No","1","HP",NA,NA
"SITE_653","ROOM_39815","APPL_48288","Other","Ace Hardware","MODEL 1000","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_656","ROOM_20511","APPL_9240","InSinkErator",NA,"PRO COMPACT","Unknown","#07091796308","Unknown","0.75","HP",NA,NA
"SITE_657","ROOM_35169","APPL_72751","InSinkErator",NA,"#1-87","Unknown","#14061656880","No","0.33","HP",NA,NA
"SITE_66","ROOM_21412","APPL_1337","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.5","HP","Unknown",NA
"SITE_661","ROOM_4137","APPL_25450","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"NO NAMEPLATE",NA
"SITE_662","ROOM_20138","APPL_40077","Unknown",NA,"T-1000","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_663","ROOM_22694","APPL_28173","InSinkErator",NA,"PRO77","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_665","ROOM_1720","APPL_102907","Kenmore",NA,"#6011","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_668","ROOM_10123","APPL_60665","InSinkErator",NA,"PRO COMPACT-P-2","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_669","ROOM_14986","APPL_109305","InSinkErator",NA,"PRO 750","Unknown","Unknown","Unknown","Unknown",NA,NA,NA
"SITE_67","ROOM_27668","APPL_76205","InSinkErator",NA,"BADGER 500","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_671","ROOM_37649","APPL_70238","KitchenAid",NA,"Unknown","Unknown","Unknown","Unknown","0.75","HP","OTHER","NAMEPLATE HAS NO MODEL NUMBER"
"SITE_673","ROOM_5941","APPL_89362","InSinkErator",NA,"Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Unknown",NA
"SITE_674","ROOM_17414","APPL_14416","InSinkErator",NA,"BADGER 5-89A","Unknown","#21121227716","No","0.5","HP",NA,NA
"SITE_675","ROOM_16494","APPL_141727","InSinkErator",NA,"ESSENTIAL-1","Unknown","#13111522439","No","0.75","HP",NA,NA
"SITE_676","ROOM_7901","APPL_5396","Waste King",NA,"Unknown","Unknown","Unknown","No","0.75","HP","NO NAMEPLATE",NA
