"SiteID","RoomID","ApplianceID","Type","Make","Make_Other","Model","Vintage","Serial","Energy_Star","WiFi_Capable","Room_Type","Dishwasher_Missing_Model_Reason","Dishwasher_Missing_Model_Reason_Other"
"SITE_281","ROOM_35824","APPL_67215","Standard (approx 24in.)","Frigidaire",NA,"FGHD2465NF1A","Unknown","TH32394486","No","No","Kitchen",NA,NA
"SITE_282","ROOM_41715","APPL_163290","Standard (approx 24in.)","Kenmore",NA,"66513129K701","Unknown","FW3607182","No","Unknown","Kitchen",NA,NA
"SITE_283","ROOM_16568","APPL_11523","Standard (approx 24in.)","Kenmore",NA,"#17772990","Unknown","FK1625171","Unknown","No","Kitchen",NA,NA
"SITE_284","ROOM_37848","APPL_70420","Standard (approx 24in.)","LG",NA,"LDPH5761T","Unknown","010KWBY1W581","No","No","Kitchen",NA,NA
"SITE_284","ROOM_6660","APPL_44012","Standard (approx 24in.)","Ikea",NA,"IDT830SAFS0","2018","F83104381T","Yes","No","Garage",NA,NA
"SITE_285","ROOM_17756","APPL_110210","Standard (approx 24in.)","Maytag",NA,"MDB5600AWQ","Unknown","23146703EL","No","No","Kitchen",NA,NA
"SITE_286","ROOM_28761","APPL_161955","Compact (< 18in.)","Unknown",NA,"Unknown","Unknown","Unknown","No","No","Kitchen","Unknown",NA
"SITE_287","ROOM_20579","APPL_48098","Standard (approx 24in.)","Whirlpool",NA,"DU900PCDQ6","Unknown","FG4301435","No","No","Kitchen",NA,NA
"SITE_288","ROOM_17324","APPL_123758","Standard (approx 24in.)","Fisher & Paykel",NA,"DD24DVT7","Unknown","ELG346719","No","No","Kitchen",NA,NA
"SITE_29","ROOM_38409","APPL_96672","Standard (approx 24in.)","Frigidaire",NA,"FFBD2409LB0B","Unknown","TH20463918","No","No","Kitchen",NA,NA
"SITE_290","ROOM_36837","APPL_84207","Standard (approx 24in.)","General Electric",NA,"GLD4604V00WW","Unknown","DZ713413B","No","No","Kitchen",NA,NA
"SITE_292","ROOM_27000","APPL_59002","Standard (approx 24in.)","Whirlpool",NA,"WDF310PAASO","Unknown","F21003503","No","No","Kitchen",NA,NA
"SITE_293","ROOM_25715","APPL_77746","Standard (approx 24in.)","Maytag",NA,"66513002N511","Unknown","F63103532","No","No","Kitchen",NA,NA
"SITE_294","ROOM_33176","APPL_167526","Standard (approx 24in.)","Whirlpool",NA,"WDF760SADB2","2015","F62819516","Yes","No","Kitchen",NA,NA
"SITE_295","ROOM_38724","APPL_164784","Standard (approx 24in.)","Bosch",NA,"SHE43P15UC/60","Unknown","FD900600044","No","No","Kitchen",NA,NA
"SITE_297","ROOM_27450","APPL_132158","Standard (approx 24in.)","KitchenAid",NA,"KUDS24SEAL2","Unknown","FG2301236","No","No","Kitchen",NA,NA
"SITE_298","ROOM_19921","APPL_17663","Standard (approx 24in.)","KitchenAid",NA,"KDFE104DBL2","Unknown","F61928094","No","No","Kitchen",NA,NA
"SITE_299","ROOM_25811","APPL_14921","Standard (approx 24in.)","General Electric",NA,"GDT535PSM0SS","Unknown","LM711870B","No","Unknown","Kitchen",NA,NA
"SITE_3","ROOM_42672","APPL_153181","Standard (approx 24in.)","Miele",NA,"Unknown","Unknown","Unknown","Unknown","No","Kitchen","Unknown","IN USE"
"SITE_30","ROOM_20932","APPL_14395","Standard (approx 24in.)","Kenmore",NA,"66515112K211","Unknown","F24427297","Yes","No","Kitchen",NA,NA
"SITE_300","ROOM_5420","APPL_83636","Standard (approx 24in.)","Whirlpool",NA,"DU1148XTP37","Unknown","FT2404831","No","No","Kitchen",NA,NA
"SITE_301","ROOM_33670","APPL_35090","Standard (approx 24in.)","Bosch",NA,"SHP878WD5N/11","Unknown","FD990401393","No","No","Kitchen",NA,NA
"SITE_301","ROOM_9714","APPL_173899","Standard (approx 24in.)","Whirlpool",NA,"DU1055XTSS2","Unknown","FW0808323","No","No","Kitchen",NA,NA
"SITE_302","ROOM_6698","APPL_124783","Standard (approx 24in.)","Whirlpool",NA,"WDF330PAHS 3","Unknown","FX2009159","Unknown","No","Kitchen",NA,NA
"SITE_303","ROOM_26483","APPL_98500","Standard (approx 24in.)","Whirlpool",NA,"WDF750SAYB0","Unknown","F13002070","No","No","Kitchen",NA,NA
"SITE_305","ROOM_17223","APPL_20446","Standard (approx 24in.)","Frigidaire",NA,"GLD4355RFS3","Unknown","TH83745652","No","No","Kitchen",NA,NA
"SITE_306","ROOM_32570","APPL_147362","Standard (approx 24in.)","Frigidaire",NA,"LFID2459VF0A","Unknown","KH90523123","No","No","Kitchen",NA,NA
"SITE_306","ROOM_10836","APPL_100433","Standard (approx 24in.)","Frigidaire",NA,"LFBD2409LB0B","Unknown","TH34066778","No","No","Family Room",NA,NA
"SITE_307","ROOM_7185","APPL_116043","Standard (approx 24in.)","Bosch",NA,"SHE3AR72UC/28","Unknown","FD011002919","Unknown","No","Kitchen",NA,NA
"SITE_308","ROOM_11911","APPL_52504","Unknown","Maytag",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Kitchen","Unknown",NA
"SITE_311","ROOM_14321","APPL_157473","Standard (approx 24in.)","Thermador",NA,"DWHD630IFP/66","Unknown","SN11X5TR","No","No","Kitchen",NA,NA
"SITE_312","ROOM_44500","APPL_113856","Standard (approx 24in.)","Frigidaire",NA,"LFID2459VF1A","Unknown","KH93622933","No","No","Kitchen",NA,NA
"SITE_313","ROOM_31542","APPL_111897","Standard (approx 24in.)","Roper",NA,"RUD3000DQ2","Unknown","FF3604388","No","No","Kitchen",NA,NA
"SITE_314","ROOM_13500","APPL_55004","Standard (approx 24in.)","KitchenAid",NA,"KDTM354DSS5","Unknown","F91869409","No","No","Kitchen",NA,NA
"SITE_315","ROOM_22927","APPL_45112","Standard (approx 24in.)","Kenmore",NA,"#66517425791","Unknown","FJ3307632","No","No","Kitchen",NA,NA
"SITE_316","ROOM_39089","APPL_126723","Standard (approx 24in.)","Maytag",NA,"MDB7759SAS3","Unknown","F32602150","Yes","No","Kitchen",NA,NA
"SITE_317","ROOM_21912","APPL_49093","Standard (approx 24in.)","KitchenAid",NA,"KDPE234GPS0","Unknown","F73607259","No","No","Kitchen",NA,NA
"SITE_319","ROOM_14016","APPL_17590","Standard (approx 24in.)","KitchenAid",NA,"KUDS30IVSS3","Unknown","F00206450","No","No","Kitchen",NA,NA
"SITE_32","ROOM_10611","APPL_156938","Standard (approx 24in.)","Bosch",NA,"SHE3AR76UC/24","Unknown","FD990501964","No","No","Kitchen",NA,NA
"SITE_320","ROOM_12468","APPL_130584","Standard (approx 24in.)","LG",NA,"LDF7774BD","Unknown","703KWLR4W712","No","No","Kitchen",NA,NA
"SITE_321","ROOM_6656","APPL_37807","Standard (approx 24in.)","Whirlpool",NA,"WDF520PADM3","Unknown","F52002307","Yes","No","Kitchen",NA,NA
"SITE_322","ROOM_19564","APPL_138338","Standard (approx 24in.)","General Electric",NA,"NAUTILUS","Unknown","Unknown","No","No","Kitchen","NO NAMEPLATE",NA
"SITE_323","ROOM_42870","APPL_106832","Standard (approx 24in.)","Kenmore",NA,"66514793N512","Unknown","F92808204","No","No","Kitchen",NA,NA
"SITE_324","ROOM_28769","APPL_18045","Standard (approx 24in.)","Miele",NA,"G 892 SCU PLUS","Unknown","#64970719","No","No","Kitchen",NA,NA
"SITE_325","ROOM_11130","APPL_117005","Standard (approx 24in.)","Whirlpool",NA,"DU810SWPQ2","Unknown","FT1840279","No","No","Kitchen",NA,NA
"SITE_326","ROOM_26966","APPL_59185","Standard (approx 24in.)","Other","White-Westinghouse","MDB222RBM0","Unknown","TH61358047","No","No","Kitchen",NA,NA
"SITE_327","ROOM_4132","APPL_164311","Standard (approx 24in.)","KitchenAid",NA,"KUDE50CXSS9","Unknown","F24501007","No","No","Kitchen",NA,NA
"SITE_329","ROOM_1532","APPL_68899","Standard (approx 24in.)","Amana",NA,"DWA73AW 1","Unknown","#9910154738","No","No","Kitchen",NA,NA
"SITE_33","ROOM_38660","APPL_28316","Standard (approx 24in.)","Bosch",NA,"SHE3ARF2UC/21","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_330","ROOM_24873","APPL_128188","Standard (approx 24in.)","General Electric",NA,"GSC3500D35WW","Unknown","LZ818187B","No","No","Kitchen",NA,NA
"SITE_331","ROOM_4241","APPL_116772","Standard (approx 24in.)","Electrolux",NA,"FGBD2434PF0A","Unknown","TH41081931","No","No","Kitchen",NA,NA
"SITE_332","ROOM_44998","APPL_54684","Standard (approx 24in.)","KitchenAid",NA,"KUDC10IXWH4","Unknown","F13303589","No","No","Kitchen",NA,NA
"SITE_333","ROOM_41602","APPL_10166","Standard (approx 24in.)","KitchenAid",NA,"KDTE104ESSA","Unknown","F717052B4","Yes","No","Kitchen",NA,NA
"SITE_334","ROOM_43953","APPL_130009","Standard (approx 24in.)","KitchenAid",NA,"KDFE104DSS5","Unknown","F72821304","No","No","Kitchen",NA,NA
"SITE_335","ROOM_32793","APPL_135316","Standard (approx 24in.)","General Electric",NA,"GHDA696P02SS","Unknown","SS 802799 C","No","No","Kitchen",NA,NA
"SITE_336","ROOM_44053","APPL_82312","Standard (approx 24in.)","Other","Beko","DDT25401X","Unknown","#1980010204","No","No","Kitchen",NA,NA
"SITE_337","ROOM_3013","APPL_144982","Compact (< 18in.)","Bosch",NA,"SHP865WD5N/01","2020","FD970503552","Unknown","No","Kitchen",NA,NA
"SITE_338","ROOM_36662","APPL_53951","Standard (approx 24in.)","General Electric",NA,"GDP645SYN2FS","Unknown","HR794154B","Yes","No","Kitchen",NA,NA
"SITE_339","ROOM_45487","APPL_111243","Standard (approx 24in.)","Whirlpool",NA,"DU1055XTVS2","Unknown","F03337652","No","No","Kitchen",NA,NA
"SITE_34","ROOM_15304","APPL_119162","Standard (approx 24in.)","Bosch",NA,"Unknown","Unknown","Unknown","Unknown","No","Kitchen","Unknown",NA
"SITE_340","ROOM_20011","APPL_84548","Standard (approx 24in.)","Whirlpool",NA,"WDF530PLYB7","Unknown","F41920136","No","No","Kitchen",NA,NA
"SITE_342","ROOM_12824","APPL_102378","Standard (approx 24in.)","Whirlpool",NA,"WDF540PADM3","Unknown","F85119642","No","No","Kitchen",NA,NA
"SITE_343","ROOM_40624","APPL_171094","Standard (approx 24in.)","Whirlpool",NA,"WDF520PADM3","Unknown","F52417145","No","No","Kitchen",NA,NA
"SITE_344","ROOM_3178","APPL_159342","Standard (approx 24in.)","Whirlpool",NA,"WD1720PADM2","Unknown","F72091067","Yes","No","Kitchen",NA,NA
"SITE_345","ROOM_13868","APPL_77923","Standard (approx 24in.)","Frigidaire",NA,"FFCD2413US2A","Unknown","TH94501566","Yes","No","Kitchen",NA,NA
"SITE_346","ROOM_31317","APPL_151504","Standard (approx 24in.)","Whirlpool",NA,"DU1055XTSS3","Unknown","FW3366091","Yes","No","Kitchen",NA,NA
"SITE_347","ROOM_25936","APPL_105439","Standard (approx 24in.)","Frigidaire",NA,"FFCD2413UB2A","Unknown","TH00139879","No","No","Kitchen",NA,NA
"SITE_348","ROOM_38010","APPL_103739","Standard (approx 24in.)","Bosch",NA,"SHX3AR76UC/14","Unknown","FD940400236","No","No","Kitchen",NA,NA
"SITE_349","ROOM_9980","APPL_16365","Standard (approx 24in.)","KitchenAid",NA,"KDTE334GPS0","Unknown","F93597229","No","No","Kitchen",NA,NA
"SITE_350","ROOM_6905","APPL_24883","Standard (approx 24in.)","Maytag",NA,"MDBH949PAQ0","Unknown","F22501475","No","No","Kitchen",NA,NA
"SITE_352","ROOM_43725","APPL_119577","Compact (< 18in.)","Kenmore",NA,"58714663201B","Unknown","KH73202146","No","No","Kitchen",NA,NA
"SITE_353","ROOM_42197","APPL_95311","Standard (approx 24in.)","LG",NA,"LDF7774ST","Unknown","606KWPV5B312","Yes","No","Kitchen",NA,NA
"SITE_354","ROOM_16088","APPL_143844","Standard (approx 24in.)","General Electric",NA,"GDF510PGR0BB","Unknown","FS793516B","No","No","Kitchen",NA,NA
"SITE_355","ROOM_1422","APPL_21746","Unknown","Fisher & Paykel",NA,"DD24DVT7","Unknown","EUG340663","Unknown","No","Kitchen",NA,NA
"SITE_356","ROOM_37517","APPL_43555","Standard (approx 24in.)","Kenmore",NA,"#58715182400","Unknown","TH61061244","No","No","Kitchen",NA,NA
"SITE_357","ROOM_19949","APPL_58704","Standard (approx 24in.)","KitchenAid",NA,"KUDS01DJSW0","Unknown","FK3901175","No","No","Kitchen",NA,NA
"SITE_358","ROOM_40450","APPL_111601","Standard (approx 24in.)","General Electric",NA,"Unknown","Unknown","Unknown","No","No","Kitchen","Unknown",NA
"SITE_359","ROOM_10129","APPL_72841","Standard (approx 24in.)","General Electric",NA,"GDT580SSF4SS","Unknown","AF727887B","No","No","Kitchen",NA,NA
"SITE_36","ROOM_27392","APPL_33838","Standard (approx 24in.)","Whirlpool",NA,"WDTA50SAHZ0","Unknown","F74679362","No","No","Kitchen",NA,NA
"SITE_360","ROOM_25885","APPL_40811","Standard (approx 24in.)","Kenmore",NA,"#58715103801","Unknown","TH92379864","No","No","Kitchen",NA,NA
"SITE_362","ROOM_22428","APPL_6738","Standard (approx 24in.)","Bosch",NA,"SHP865WD5N/10","Unknown","FD980602910","No","No","Kitchen",NA,NA
"SITE_364","ROOM_42024","APPL_59261","Standard (approx 24in.)","Whirlpool",NA,"WDF330PAHS2","Unknown","F81831085","No","No","Kitchen",NA,NA
"SITE_365","ROOM_20425","APPL_144555","Standard (approx 24in.)","Kenmore",NA,"#66513969990","Unknown","FJ3202952","No","No","Kitchen",NA,NA
"SITE_366","ROOM_5910","APPL_50537","Standard (approx 24in.)","Maytag",NA,"MOB7749SBM1","Unknown","F314014T1","No","No","Kitchen",NA,NA
"SITE_367","ROOM_39988","APPL_89787","Standard (approx 24in.)","Bosch",NA,"SHE6AP02UC-03","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_368","ROOM_8601","APPL_166398","Standard (approx 24in.)","Bosch",NA,"SHE3AR72UC/26","Unknown","FD000401345","No","No","Kitchen",NA,NA
"SITE_369","ROOM_23062","APPL_28152","Standard (approx 24in.)","Bosch",NA,"SHE3AR75UC/22","Unknown","FD980303130","No","No","Kitchen",NA,NA
"SITE_370","ROOM_41592","APPL_161209","Standard (approx 24in.)","Whirlpool",NA,"WDTA50SAKZ0","Unknown","FA2201742","No","No","Kitchen",NA,NA
"SITE_371","ROOM_33551","APPL_8507","Standard (approx 24in.)","General Electric",NA,"GDT680SSH8SS","Unknown","AG748383B","No","No","Kitchen",NA,NA
"SITE_372","ROOM_1433","APPL_132748","Standard (approx 24in.)","Frigidaire",NA,"FGHD2455LF0A","Unknown","KH20614262","No","No","Kitchen",NA,NA
"SITE_374","ROOM_25679","APPL_55700","Standard (approx 24in.)","General Electric",NA,"GSD6260J03SS","Unknown","HH743442B","No","No","Kitchen",NA,NA
"SITE_375","ROOM_23134","APPL_95872","Standard (approx 24in.)","Miele",NA,"G 2430 SCU","Unknown","Unknown","Unknown","No","Kitchen",NA,NA
"SITE_376","ROOM_26030","APPL_26667","Standard (approx 24in.)","LG",NA,"Unknown","Unknown","Unknown","No","Yes","Kitchen","Unknown",NA
"SITE_378","ROOM_23758","APPL_11185","Standard (approx 24in.)","General Electric",NA,"GDF570SGJ2CC","Unknown","AL828838B","No","No","Kitchen",NA,NA
"SITE_379","ROOM_28608","APPL_71167","Standard (approx 24in.)","KitchenAid",NA,"KDFE104HPS0","Unknown","F92904527","No","No","Kitchen",NA,NA
"SITE_38","ROOM_12827","APPL_80583","Standard (approx 24in.)","Kenmore",NA,"66512413N414","Unknown","F83501632","No","No","Kitchen",NA,NA
"SITE_380","ROOM_2901","APPL_84711","Standard (approx 24in.)","Whirlpool",NA,"GU3600XTVY2","Unknown","F03708895","Yes","No","Kitchen",NA,NA
"SITE_381","ROOM_29705","APPL_78360","Standard (approx 24in.)","Kenmore",NA,"#1677993","Unknown","FF0378887","No","No","Kitchen",NA,NA
"SITE_382","ROOM_4110","APPL_51051","Standard (approx 24in.)","Maytag",NA,"MDB7749SBM1","Unknown","F31502463","No","No","Kitchen",NA,NA
"SITE_383","ROOM_17911","APPL_27217","Standard (approx 24in.)","Jenn Air",NA,"Unknown","Unknown","Unknown","No","No","Kitchen","Unknown","IN USE"
"SITE_384","ROOM_8897","APPL_23974","Standard (approx 24in.)","Bosch",NA,"SHS5AVF6UC/22","Unknown","FD960600888","No","No","Kitchen",NA,NA
"SITE_385","ROOM_13593","APPL_169201","Standard (approx 24in.)","KitchenAid",NA,"KUDS30IXWH1","Unknown","F11415021","No","No","Kitchen",NA,NA
"SITE_386","ROOM_24878","APPL_74824","Standard (approx 24in.)","Frigidaire",NA,"TH71811825","Unknown","FGID2466QF5A","Yes","No","Kitchen",NA,NA
"SITE_387","ROOM_14189","APPL_153371","Standard (approx 24in.)","Jenn Air",NA,"JDTSS244GP0","Unknown","F83707942","No","No","Kitchen",NA,NA
"SITE_389","ROOM_40167","APPL_89655","Standard (approx 24in.)","General Electric",NA,"GLDA690P01WW","Unknown","TS 800421C","No","No","Kitchen",NA,NA
"SITE_39","ROOM_5660","APPL_93558","Standard (approx 24in.)","General Electric",NA,"GDT580SMF6ES","Unknown","LF760241B","No","No","Kitchen",NA,NA
"SITE_391","ROOM_5603","APPL_58729","Standard (approx 24in.)","Amana",NA,"ADB1400AGW 3","Unknown","FA0140725","No","No","Kitchen",NA,NA
"SITE_392","ROOM_38916","APPL_140652","Standard (approx 24in.)","Kenmore",NA,"66512782K310","Unknown","F33403068","Yes","No","Kitchen",NA,NA
"SITE_393","ROOM_11652","APPL_73669","Standard (approx 24in.)","General Electric",NA,"CDT875P4N3W2","Unknown","TR100629B","No","No","Kitchen",NA,NA
"SITE_394","ROOM_30180","APPL_160980","Standard (approx 24in.)","Bosch",NA,"SHE65T55UC/01","Unknown","FD930801108","No","No","Kitchen",NA,NA
"SITE_395","ROOM_6670","APPL_92675","Standard (approx 24in.)","Kenmore",NA,"66513032K113","Unknown","F25018960","Yes","No","Kitchen",NA,NA
"SITE_397","ROOM_22403","APPL_41276","Standard (approx 24in.)","Bosch",NA,"SHX863WD5N/13","Unknown","FD000900512","No","No","Kitchen",NA,NA
"SITE_399","ROOM_30401","APPL_70016","Standard (approx 24in.)","Amana",NA,"ADB1100AWW0","Unknown","F31211406","No","No","Kitchen",NA,NA
"SITE_4","ROOM_41729","APPL_133462","Standard (approx 24in.)","KitchenAid",NA,"KUDS03CTSS0","Unknown","FU3107222","No","No","Kitchen",NA,NA
"SITE_40","ROOM_29954","APPL_31246","Standard (approx 24in.)","General Electric",NA,"GDT655SSJ5SS","Unknown","ZL747023B","No","No","Kitchen",NA,NA
"SITE_400","ROOM_19645","APPL_152891","Standard (approx 24in.)","Samsung",NA,"DW80K5050US","2018","B03JG8DKC01105J","Yes","No","Kitchen",NA,NA
"SITE_401","ROOM_38346","APPL_124770","Standard (approx 24in.)","KitchenAid",NA,"KUDP01FLBL1","Unknown","FP1802766","Yes","No","Kitchen",NA,NA
"SITE_402","ROOM_37232","APPL_1075","Standard (approx 24in.)","Bosch",NA,"SHX43C05UC/46","Unknown","FD8707","No","No","Kitchen",NA,NA
"SITE_404","ROOM_8398","APPL_677","Standard (approx 24in.)","Kenmore",NA,"66513093N413","Unknown","F73502638","No","No","Kitchen",NA,NA
"SITE_405","ROOM_38340","APPL_150588","Standard (approx 24in.)","Whirlpool",NA,"DU1055XTSS2","Unknown","FU1312590","Yes","No","Kitchen",NA,NA
"SITE_407","ROOM_14165","APPL_101336","Standard (approx 24in.)","Frigidaire",NA,"FFBD2406NW7B","Unknown","RH61724919","No","No","Kitchen",NA,NA
"SITE_408","ROOM_4609","APPL_77208","Standard (approx 24in.)","Frigidaire",NA,"LFID2426TF5A","2020","TH12207730","Yes","No","Kitchen",NA,NA
"SITE_409","ROOM_24934","APPL_147539","Standard (approx 24in.)","Whirlpool",NA,"Unknown","Unknown","Unknown","No","No","Kitchen","Unknown",NA
"SITE_41","ROOM_18411","APPL_69402","Standard (approx 24in.)","Bosch",NA,"SHZ5AV52UC/22","Unknown","FD970200425","Unknown","No","Kitchen",NA,NA
"SITE_410","ROOM_23083","APPL_172586","Standard (approx 24in.)","General Electric",NA,"PDT775SYN0FS","Unknown","MM102788B","No","Yes","Kitchen",NA,NA
"SITE_411","ROOM_8233","APPL_57772","Standard (approx 24in.)","Whirlpool",NA,"WDT750SAKZ0","2021","FX4801528","No","No","Kitchen",NA,NA
"SITE_412","ROOM_21989","APPL_118864","Standard (approx 24in.)","Miele",NA,"G 5605 SCU","Unknown","#101897443","No","No","Kitchen",NA,NA
"SITE_413","ROOM_6432","APPL_19872","Standard (approx 24in.)","Maytag",NA,"MDB4949SHZ0","Unknown","F9295992","No","No","Kitchen",NA,NA
"SITE_414","ROOM_39187","APPL_96861","Standard (approx 24in.)","KitchenAid",NA,"KDPE334GBS0","Unknown","F80603032","Unknown","No","Kitchen",NA,NA
"SITE_415","ROOM_12303","APPL_29071","Standard (approx 24in.)","Bosch",NA,"SHE43RF5UC/64","2019","FD930100182","Yes","No","Kitchen",NA,NA
"SITE_416","ROOM_24678","APPL_29790","Standard (approx 24in.)","KitchenAid",NA,"KDPE234GPS0","Unknown","F74429603","No","No","Kitchen",NA,NA
"SITE_417","ROOM_6992","APPL_89882","Standard (approx 24in.)","General Electric",NA,"GDF530PSM0SS","Unknown","GM736347B","No","No","Kitchen",NA,NA
"SITE_419","ROOM_25836","APPL_56058","Standard (approx 24in.)","General Electric",NA,"PDT715SBN3TS","Unknown","VS825643B","No","No","Kitchen",NA,NA
"SITE_42","ROOM_20044","APPL_47267","Standard (approx 24in.)","Maytag",NA,"DWU8860AAX","Unknown","A1369888HB","No","No","Kitchen",NA,NA
"SITE_420","ROOM_15294","APPL_154040","Standard (approx 24in.)","KitchenAid",NA,"KDTM404ESS2","2016","F70813877","Yes","No","Kitchen",NA,NA
"SITE_421","ROOM_36554","APPL_126405","Standard (approx 24in.)","Whirlpool",NA,"GU980SCGB3","Unknown","FL1422375","No","No","Kitchen",NA,NA
"SITE_422","ROOM_37996","APPL_110385","Standard (approx 24in.)","General Electric",NA,"Unknown","Unknown","Unknown","No","No","Kitchen","Unknown",NA
"SITE_423","ROOM_35926","APPL_73264","Standard (approx 24in.)","KitchenAid",NA,"KDTM404KPS0","Unknown","FX4004092","No","No","Living Room",NA,NA
"SITE_425","ROOM_230","APPL_118150","Standard (approx 24in.)","Bosch",NA,"SHV53T53UC/07","Unknown","FD960200458","No","No","Kitchen",NA,NA
"SITE_426","ROOM_30655","APPL_38488","Standard (approx 24in.)","Bosch",NA,"SHX68TL5UC/07","Unknown","FD951200149","No","No","Kitchen",NA,NA
"SITE_427","ROOM_133","APPL_140269","Standard (approx 24in.)","Hotpoint",NA,"ADW1000K00WW","Unknown","AH736524B","No","No","Kitchen",NA,NA
"SITE_428","ROOM_20685","APPL_169058","Standard (approx 24in.)","General Electric",NA,"GDF510PSD2SS","Unknown","RD772759B","No","No","Kitchen",NA,NA
"SITE_429","ROOM_15812","APPL_50872","Standard (approx 24in.)","Bosch",NA,"Unknown","Unknown","Unknown","No","No","Kitchen","Unknown",NA
"SITE_43","ROOM_12595","APPL_57296","Standard (approx 24in.)","Maytag",NA,"MDB4949SDM3","Unknown","F70158132","No","No","Kitchen",NA,NA
"SITE_430","ROOM_11309","APPL_152679","Standard (approx 24in.)","General Electric",NA,"GDF610PMJ2ES","Unknown","RG811176B","No","No","Kitchen",NA,NA
"SITE_431","ROOM_36713","APPL_165020","Standard (approx 24in.)","Whirlpool",NA,"WDF520PADM3","Unknown","F52104939","Yes","No","Kitchen",NA,NA
"SITE_432","ROOM_14951","APPL_112034","Standard (approx 24in.)","Whirlpool",NA,"WDT730PAHZ0","Unknown","F94976760","No","No","Kitchen",NA,NA
"SITE_433","ROOM_17657","APPL_152190","Standard (approx 24in.)","Frigidaire",NA,"GLDB954BS1","Unknown","TH31427825","No","No","Kitchen",NA,NA
"SITE_434","ROOM_17939","APPL_123340","Standard (approx 24in.)","General Electric",NA,"ZBDO71ONOOSS","Unknown","HM8561133","No","No","Kitchen",NA,NA
"SITE_435","ROOM_45696","APPL_100964","Standard (approx 24in.)","KitchenAid",NA,"KUDP02CRBL3","Unknown","FT5202291","No","No","Kitchen",NA,NA
"SITE_436","ROOM_5222","APPL_59457","Standard (approx 24in.)","Samsung",NA,"DW80N3030US","Unknown","B078G8DMC03312B","Yes","No","Kitchen",NA,NA
"SITE_437","ROOM_17761","APPL_135408","Standard (approx 24in.)","General Electric",NA,"PDP755SYR3FS","2022","VS708145B","No","No","Kitchen",NA,NA
"SITE_438","ROOM_5442","APPL_135162","Standard (approx 24in.)","Bosch",NA,"WDT750SAKZ0","2021","FA2601870","Unknown","Unknown","Kitchen",NA,NA
"SITE_439","ROOM_23742","APPL_67064","Standard (approx 24in.)","Frigidaire",NA,"FFID2426TS4A","Unknown","TH04396873","Yes","Unknown","Kitchen",NA,NA
"SITE_44","ROOM_32709","APPL_15801","Standard (approx 24in.)","KitchenAid",NA,"KUDR01TJWH0","Unknown","FL3319775","No","No","Kitchen",NA,NA
"SITE_441","ROOM_38022","APPL_55567","Standard (approx 24in.)","Samsung",NA,"DW80R9950UG","2021","0G37GDAR202833X","No","No","Kitchen",NA,NA
"SITE_443","ROOM_37932","APPL_44275","Standard (approx 24in.)","Jenn Air",NA,"JDB8200AWP3","Unknown","F34501671","Yes","No","Kitchen",NA,NA
"SITE_444","ROOM_14961","APPL_33262","Standard (approx 24in.)","KitchenAid",NA,"KDTE404DSS0","Unknown","F44114131","No","No","Kitchen",NA,NA
"SITE_446","ROOM_40929","APPL_110755","Standard (approx 24in.)","Bosch",NA,"SHE43M05UC/48","2008","FD8710 00602","No","No","Kitchen",NA,NA
"SITE_447","ROOM_13068","APPL_150093","Standard (approx 24in.)","Bosch",NA,"SHEM63W55N/13","Unknown","FD010503796","No","No","Kitchen",NA,NA
"SITE_448","ROOM_43527","APPL_97911","Standard (approx 24in.)","Kenmore",NA,"#58716193400","Unknown","TH62558378","Yes","No","Kitchen",NA,NA
"SITE_449","ROOM_34314","APPL_1655","Standard (approx 24in.)","Electrolux",NA,"PLD2850RDC2","Unknown","TH60489344","Unknown","Yes","Kitchen",NA,NA
"SITE_45","ROOM_12630","APPL_116639","Standard (approx 24in.)","KitchenAid",NA,"KDFE104DWH0","Unknown","F42206442","Yes","No","Kitchen",NA,NA
"SITE_450","ROOM_9349","APPL_59332","Standard (approx 24in.)","Bosch",NA,"SHEM63W55N/13","Unknown","FD991103040","No","No","Kitchen",NA,NA
"SITE_451","ROOM_40233","APPL_114048","Standard (approx 24in.)","Frigidaire",NA,"LGBD2435NWOA","Unknown","TH40610453","No","No","Kitchen",NA,NA
"SITE_452","ROOM_21763","APPL_24574","Standard (approx 24in.)","Frigidaire",NA,"FDB635RF4","Unknown","TH92481728@","No","No","Kitchen",NA,NA
"SITE_453","ROOM_31032","APPL_64637","Compact (< 18in.)","Fisher & Paykel",NA,"Unknown","Unknown","Unknown","No","No","Kitchen","Unknown",NA
"SITE_454","ROOM_20501","APPL_84168","Standard (approx 24in.)","Samsung",NA,"DW80R2031US","2020","B08AG8DNA24132A","Yes","No","Kitchen",NA,NA
"SITE_455","ROOM_14340","APPL_62770","Standard (approx 24in.)","Frigidaire",NA,"LGID2475QF3A","Unknown","KH52732108","Yes","No","Kitchen",NA,NA
"SITE_456","ROOM_24174","APPL_118494","Standard (approx 24in.)","Whirlpool",NA,"WDT710PAYM6","Unknown","F41678404","Yes","No","Kitchen",NA,NA
"SITE_457","ROOM_40547","APPL_129671","Standard (approx 24in.)","Bosch",NA,"SHX3AR75UC\26","2020","FD000604180","Yes","No","Kitchen",NA,NA
