"SiteID","RoomID","ApplianceID","Type","Make","Make_Other","Model","Refrigerator_Freezer_Missing_Model_Reason","Vintage","Serial","Energy_Star","Wifi_Enabled","Primary","Size_Cubic_Feet","Size_Is_Estimated","Percent_of_Year_Used","Door_in_Door","Integrated_Screen","Icemaker_Present","Icemaker_type","Icemaker_Working","Room_Type"
"SITE_105","ROOM_16896","APPL_142092","R/F Top Freezer","Midea",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","20","Estimated","100","No","No","No",NA,NA,"Garage"
"SITE_1050","ROOM_8785","APPL_167796","Side by Side w/ Bottom Freezer","LG",NA,"LFX25975ST/00",NA,"2009","905KREL02828","No","No","No","Unknown",NA,"100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1050","ROOM_8785","APPL_136066","Mini-Fridge","General Electric",NA,"PCR06WATASS",NA,"Unknown","ZS 071682","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Kitchen"
"SITE_1050","ROOM_29614","APPL_113754","Mini-Fridge","Other","Awanti","Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","Unknown",NA,"Unknown",NA,"No","No",NA,NA,"Basement"
"SITE_1051","ROOM_7879","APPL_154532","R/F Bottom Freezer","LG",NA,"LRDCS2603S",NA,"Unknown","B268DSFMASTCNAO","No","No","Yes","Unknown",NA,"100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1052","ROOM_3262","APPL_15681","Upright Full Size Single Freezer Only","Whirlpool",NA,"WZF34X16DW04",NA,"2018","U82106066","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Other"
"SITE_1052","ROOM_21672","APPL_128829","Full Size Single Refrigerator Only","Insignia",NA,"NS-UZ14WHO",NA,"2021","Unknown","No","No","No","Unknown",NA,"100","Yes","Yes","No",NA,NA,"Garage"
"SITE_1052","ROOM_16484","APPL_158666","Side by Side Refrigerator/Freezer","General Electric",NA,"PSS28KSHECSS",NA,"Unknown","SH400113","No","No","Yes","Unknown",NA,"100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1052","ROOM_21672","APPL_148764","Chest Freezer","Igloo",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","Unknown","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
"SITE_1053","ROOM_25532","APPL_80703","Side by Side w/ Bottom Freezer","Kenmore",NA,"#79577252600",NA,"2006","608MREN05684","No","No","No","29.1","Measured or Known","100","No","No","No",NA,NA,"Garage"
"SITE_1053","ROOM_17177","APPL_125208","Side by Side w/ Bottom Freezer","Whirlpool",NA,"WRX735SDHZ03",NA,"Unknown","KX3009125","No","No","Yes","29.8","Measured or Known","100","No","No","Yes","Through door","No","Kitchen"
"SITE_1053","ROOM_25532","APPL_51231","Chest Freezer","Holiday",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","8.1","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1054","ROOM_29393","APPL_6886","R/F Bottom Freezer","LG",NA,"LFDS22520S/04",NA,"Unknown","201MRJF1R052","No","No","Yes","33","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1054","ROOM_6916","APPL_101021","Upright Full Size Single Freezer Only","Frigidaire",NA,"FKFH21F7HWD",NA,"Unknown","WB42561811","No","No","No","36","Measured or Known","100",NA,"No","No",NA,NA,"Laundry"
"SITE_1054","ROOM_34426","APPL_97749","Mini-Fridge","Haier",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","4","Measured or Known","10",NA,"No","No",NA,NA,"Other"
"SITE_1055","ROOM_6243","APPL_65439","R/F Bottom Freezer","Samsung",NA,"RF28R6301SR",NA,"Unknown","DA68-03947A-00","No","No","Yes","26","Measured or Known","100","Yes","No","Yes","Through door","Yes","Kitchen"
"SITE_1056","ROOM_17196","APPL_8558","R/F Bottom Freezer","Amana",NA,"AFD2535DEB",NA,"Unknown","13823332JV","No","No","Yes","26.5","Measured or Known","100","Yes","No","Yes","In freezer","Yes","Kitchen"
"SITE_1056","ROOM_28411","APPL_20870","Upright Full Size Single Freezer Only","Frigidaire",NA,"FFU17M8GW",NA,"Unknown","Unknown","No","No","No","17.1","Measured or Known","100",NA,"No","No",NA,NA,"Other"
"SITE_1056","ROOM_12097","APPL_165293","Side by Side Refrigerator/Freezer","KitchenAid",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","22.6","Measured or Known","0","Yes","No","Yes","Through door","Unknown","Living Room"
"SITE_1057","ROOM_22439","APPL_173024","R/F Top Freezer","Kenmore",NA,"#79579439215",NA,"2016","601MREN1B972","No","No","Yes","Unknown",NA,"100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1058","ROOM_27471","APPL_4161","R/F Top Freezer","Frigidaire",NA,"LFTR1814LW9",NA,"2012","BA22915531","No","No","No","32","Measured or Known","100","No","No","No",NA,NA,"Garage"
"SITE_1058","ROOM_5584","APPL_159688","R/F Bottom Freezer","Maytag",NA,"#MFT2776FE200",NA,"Unknown","K62410380","No","No","Yes","45","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1058","ROOM_27471","APPL_14424","Upright Full Size Single Freezer Only","Gibson",NA,"FV21M2WLFA",NA,"Unknown","091 5254494","No","No","No","34","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1058","ROOM_35517","APPL_105368","Mini-Fridge","HiSense",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","9","Measured or Known","100",NA,"No","Unknown",NA,NA,"Bedroom"
"SITE_1058","ROOM_14360","APPL_49889","Mini-Fridge","Unknown",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","5","Measured or Known","100",NA,"No","No",NA,NA,"Basement"
"SITE_1059","ROOM_32373","APPL_144700","R/F Bottom Freezer","Maytag",NA,"MFI2570FEZ07",NA,"Unknown","KX0502453","No","Yes","Yes","25","Measured or Known","100","Yes","Yes","Yes","Through door","Yes","Kitchen"
"SITE_106","ROOM_25388","APPL_55328","R/F Top Freezer","Roper",NA,"RT18BKXSQ00",NA,"2006","VST2489968","No","No","No","15","Estimated","100","No","No","No",NA,NA,"Garage"
"SITE_106","ROOM_4848","APPL_80318","R/F Top Freezer","Montgomery Ward",NA,"HMG219240B",NA,"Unknown","38M32602645","No","No","Yes","15","Estimated","100","No","No","No",NA,NA,"Kitchen"
"SITE_106","ROOM_10423","APPL_118480","Upright Full Size Single Freezer Only","Midea",NA,"MRU17F6AWW",NA,"Unknown","Unknown","No","No","No","17","Estimated","100",NA,"No","No",NA,NA,"Laundry"
"SITE_1060","ROOM_6834","APPL_14534","Chest Freezer","Kenmore",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","10","Estimated","100",NA,"No","No",NA,NA,"Mechanical"
"SITE_1060","ROOM_28951","APPL_130373","R/F Top Freezer","Kenmore",NA,"#25378183800",NA,"2008","4A81301784","No","No","Yes","Unknown",NA,"100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1061","ROOM_1323","APPL_169319","Chest Freezer","Kenmore",NA,"#25317802411",NA,"2016","WB63958928","No","No","No","16.3","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1061","ROOM_15995","APPL_41563","R/F Top Freezer","Kenmore",NA,"#2539668011",NA,"1997","BA72604231","No","No","No","22.1","Measured or Known","100","No","No","No",NA,NA,"Family Room"
"SITE_1061","ROOM_15032","APPL_18309","Side by Side Refrigerator/Freezer","General Electric",NA,"GSS25JFMC WW",NA,"Unknown","AD208311","No","No","Yes","24.3","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1062","ROOM_17880","APPL_60236","Side by Side Refrigerator/Freezer","KitchenAid",NA,"KSRS25QAAL10",NA,"Unknown","SD3929580","No","No","Yes","Unknown",NA,"100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1063","ROOM_8085","APPL_148017","R/F Top Freezer","Frigidaire",NA,"FRT18KG3DW0",NA,"2004","BA45110124","No","No","No","28","Measured or Known","100","No","No","No",NA,NA,"Basement"
"SITE_1063","ROOM_39399","APPL_207","R/F Top Freezer","Frigidaire",NA,"FRT18L4JB0",NA,"2008","BA80826849","No","No","No","36","Measured or Known","100","No","No","No",NA,NA,"Basement"
"SITE_1063","ROOM_39399","APPL_18585","Mini-Fridge","Haier",NA,"HVFM20ABB",NA,"2003","Unknown","No","Unknown","No","2.9","Measured or Known","Unknown",NA,"Unknown","No",NA,NA,"Basement"
"SITE_1063","ROOM_15509","APPL_5667","R/F Bottom Freezer","Samsung",NA,"RF28NHEDBSR",NA,"Unknown","0A3K43BM400571L","Yes","Yes","Yes","45","Measured or Known","100","Yes","Yes","Yes","Through door","Yes","Kitchen"
"SITE_1063","ROOM_8085","APPL_94014","Upright Full Size Single Freezer Only","Kenmore",NA,"#25324432101",NA,"Unknown","WB43819045","No","No","No","12.5","Measured or Known","100",NA,"No","No",NA,NA,"Basement"
"SITE_1064","ROOM_35912","APPL_6388","Side by Side w/ Bottom Freezer","General Electric",NA,"CYE22TP2MIS1",NA,"Unknown","TS514372","No","No","Yes","Unknown",NA,"100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1064","ROOM_24552","APPL_159419","Upright Full Size Single Freezer Only","Hotpoint",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
"SITE_1065","ROOM_42983","APPL_59683","R/F Bottom Freezer","Kenmore",NA,"#79575286401",NA,"Unknown","501MRSS00046","No","No","Yes","33","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1066","ROOM_35258","APPL_164545","R/F Bottom Freezer","General Electric",NA,"PDS22MBWABB",NA,"Unknown","LM041303","Yes","No","Yes","15.21","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1067","ROOM_15447","APPL_108272","Side by Side Refrigerator/Freezer","Amana",NA,"ASI2575GRB01",NA,"Unknown","HR85116710","No","No","Yes","Unknown",NA,"100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1067","ROOM_25268","APPL_75651","Full Size Single Refrigerator Only","General Electric",NA,"BA 11TD Y",NA,"Unknown","RT621158","No","No","No","Unknown",NA,"100","No","No","No",NA,NA,"Family Room"
"SITE_1067","ROOM_46176","APPL_163767","Chest Freezer","Montgomery Ward",NA,"Unknown",NA,"Unknown","Unknown","No","No","No","30","Estimated","100",NA,"No","Unknown",NA,NA,"Garage"
"SITE_1068","ROOM_28860","APPL_124563","R/F Bottom Freezer","Frigidaire",NA,"FFHI2126LB1",NA,"2011","4A14209798","No","No","Yes","Unknown",NA,"100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1068","ROOM_14490","APPL_102650","Upright Full Size Single Freezer Only","Frigidaire",NA,"FFFH20F2QWF",NA,"Unknown","WB84972551","Yes","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Laundry"
"SITE_1068","ROOM_26117","APPL_14568","Mini-Fridge","Black & Decker",NA,"Unknown","Unknown","Unknown","Unknown","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Living Room"
"SITE_1069","ROOM_13290","APPL_108945","Side by Side Refrigerator/Freezer","LG",NA,"LSC27950SW",NA,"2007","711KREL00028","No","No","No","23.6","Measured or Known","100","No","No","Yes","In freezer","Yes","Garage"
"SITE_1069","ROOM_13605","APPL_14776","Side by Side w/ Bottom Freezer","LG",NA,"LFX25980ST/1",NA,"2008","804KRQW00332","No","No","Yes","27.5","Measured or Known","100","No","Yes","Yes","Through door","Yes","Kitchen"
"SITE_107","ROOM_24984","APPL_95695","R/F Top Freezer","Insignia",NA,"NS-RTM18SS7",NA,"Unknown","19I25C00269","No","No","Yes","20","Estimated","100","No","No","No",NA,NA,"Kitchen"
"SITE_107","ROOM_24265","APPL_161667","R/F Top Freezer","Black & Decker",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","Yes","9","Estimated","100","No","No","No",NA,NA,"Kitchen"
"SITE_107","ROOM_19169","APPL_100894","Chest Freezer","General Electric",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","11","Estimated","100",NA,"No","No",NA,NA,"Garage"
"SITE_1070","ROOM_4002","APPL_151934","Side by Side Refrigerator/Freezer","Kenmore",NA,"10651783 412",NA,"2015","HR53620705","No","No","Yes","21","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1070","ROOM_35212","APPL_100942","Chest Freezer","Danby",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","11","Estimated","100",NA,"No","No",NA,NA,"Garage"
"SITE_1071","ROOM_19966","APPL_105951","R/F Top Freezer","Amana",NA,"TM18V2W",NA,"Unknown","#9808120039","No","No","No","22","Estimated","100","No","No","No",NA,NA,"Garage"
"SITE_1071","ROOM_41638","APPL_40578","Side by Side Refrigerator/Freezer","Maytag",NA,"MSD2651KGB",NA,"Unknown","50278315JL","No","No","Yes","23","Measured or Known","100","Yes","No","Yes","Through door","Yes","Kitchen"
"SITE_1072","ROOM_43392","APPL_40215","Upright Full Size Single Freezer Only","Frigidaire",NA,"FFU21M7HWA",NA,"2008","WB81530310","No","No","No","21","Estimated","100",NA,"No","No",NA,NA,"Garage"
"SITE_1072","ROOM_42765","APPL_41830","R/F Bottom Freezer","Samsung",NA,"RF23HCEDESR",NA,"2018","0ALT4BBK401621M","No","No","Yes","Unknown",NA,"100","No","No","Yes","Through door","Unknown","Kitchen"
"SITE_1072","ROOM_43392","APPL_74221","R/F Top Freezer","Whirlpool",NA,"W8TXNGFWT01",NA,"Unknown","VS12271452","No","No","No","Unknown",NA,"100","No","No","No",NA,NA,"Garage"
"SITE_1073","ROOM_41288","APPL_68068","Upright Full Size Single Freezer Only","Samsung",NA,"RZ11M7074SA",NA,"2021","09DV4NAR700983N","No","No","No","13.1","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1073","ROOM_24295","APPL_132490","Full Size Single Refrigerator Only","Samsung",NA,"RZ11T747431",NA,"2021","09TL4NAR400102X","No","No","Yes","14.3","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1074","ROOM_45325","APPL_73835","R/F Bottom Freezer","Kenmore",NA,"#79571603013",NA,"Unknown","405TR38637","No","No","Yes","23","Measured or Known","100","Yes","No","No",NA,NA,"Kitchen"
"SITE_1074","ROOM_28165","APPL_3147","Mini-Fridge","Kenmore",NA,"Unknown","Unknown","Unknown","Unknown","No","No","No","6","Measured or Known","100",NA,"No","No",NA,NA,"Bedroom"
"SITE_1075","ROOM_31353","APPL_32933","R/F Top Freezer","Amana",NA,"TP19AW",NA,"Unknown","#9608266613","No","No","Yes","Unknown",NA,"100","No","No","No",NA,NA,"Kitchen"
"SITE_1075","ROOM_32794","APPL_129570","R/F Top Freezer","Magic Chef",NA,"CTF2125DR",NA,"Unknown","Unknown","No","No","No","Unknown",NA,"100","No","No","No",NA,NA,"Garage"
"SITE_1076","ROOM_27432","APPL_120513","R/F Bottom Freezer","Samsung",NA,"RB195ABPN",NA,"2010","A07242BZ300071 T","No","No","Yes","19","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1076","ROOM_13729","APPL_85517","Upright Full Size Single Freezer Only","Montgomery Ward",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","19.9","Measured or Known","100",NA,"No","No",NA,NA,"Entry/Entryway"
"SITE_1077","ROOM_11598","APPL_105515","R/F Top Freezer","Whirlpool",NA,"ET1MTKXKT00",NA,"2001","EL4041932","No","No","Yes","24","Estimated","100","No","No","No",NA,NA,"Kitchen"
"SITE_1077","ROOM_32032","APPL_10437","R/F Top Freezer","Whirlpool",NA,"W8TXNWFBQ00",NA,"Unknown","VS40672480","No","No","No","23","Estimated","100","No","No","No",NA,NA,"Laundry"
"SITE_1077","ROOM_32032","APPL_78185","Upright Full Size Single Freezer Only","Crosley",NA,"WCV20/W3",NA,"Unknown","40230191KQ","No","No","No","24","Estimated","100",NA,"No","No",NA,NA,"Laundry"
"SITE_1078","ROOM_22021","APPL_74578","Side by Side w/ Bottom Freezer","Samsung",NA,"RE260BEAESG",NA,"2017","Unknown","No","No","Yes","Unknown",NA,"100","No","No","No","In freezer","No","Kitchen"
"SITE_1078","ROOM_8477","APPL_61261","R/F Top Freezer","Frigidaire",NA,"FRT18P6BSB5",NA,"Unknown","LA23425704","No","No","No","Unknown",NA,"100","No","No","No",NA,NA,"Kitchen"
"SITE_1079","ROOM_14756","APPL_35467","Side by Side Refrigerator/Freezer","Kenmore",NA,"#25354703400",NA,"2004","LA41224323","Yes","No","Yes","24.2","Measured or Known","100","No","No","Yes","Through door","Unknown","Kitchen"
"SITE_108","ROOM_18633","APPL_62687","Upright Full Size Single Freezer Only","Frigidaire",NA,"FFFU13F2VW",NA,"2020","8A00516464","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Family Room"
"SITE_108","ROOM_11531","APPL_16276","Chest Freezer","General Electric",NA,"FCM7SHBWW",NA,"Unknown","ZF178736","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Laundry"
"SITE_108","ROOM_7714","APPL_129937","R/F Bottom Freezer","KitchenAid",NA,"KFCS22EVMS4",NA,"Unknown","K12707684","No","No","Yes","Unknown",NA,"100","No","No","Unknown",NA,NA,"Kitchen"
"SITE_1080","ROOM_24568","APPL_41708","R/F Top Freezer","Frigidaire",NA,"FFTR1821TW4",NA,"2019","BA91334595","No","No","Yes","18","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1081","ROOM_18750","APPL_143359","R/F Top Freezer","Hotpoint",NA,"HTN16ABXDRWW",NA,"Unknown","AA832518","No","No","Yes","16.6","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1081","ROOM_14532","APPL_121510","Chest Freezer","Other","General","Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","5.2","Measured or Known","100",NA,"No","No",NA,NA,"Laundry"
"SITE_1082","ROOM_7660","APPL_116587","Side by Side w/ Bottom Freezer","Whirlpool",NA,"WRF535SWHZ01",NA,"Unknown","K83001482","No","No","Yes","25","Estimated","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1082","ROOM_6045","APPL_6564","R/F Top Freezer","Estate",NA,"TT21AKXKQ02",NA,"Unknown","EP2545402","No","No","No","21","Estimated","100","No","No","No",NA,NA,"Basement"
"SITE_1082","ROOM_6045","APPL_169777","Chest Freezer","Frigidaire",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","20","Estimated","100",NA,"No","No",NA,NA,"Basement"
"SITE_1083","ROOM_20938","APPL_121253","Side by Side Refrigerator/Freezer","General Electric",NA,"TFX20JRX","NO NAMEPLATE","Unknown","Unknown","Unknown","No","Yes","32","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1083","ROOM_4560","APPL_131614","Chest Freezer","General Electric",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","8","Measured or Known","100",NA,"No","No",NA,NA,"Laundry"
"SITE_1084","ROOM_37243","APPL_20623","Side by Side Refrigerator/Freezer","Frigidaire",NA,"FGUS2642LFO",NA,"2010","4A01807267","Yes","No","Yes","Unknown",NA,"100","No","No","Yes","Through door","No","Kitchen"
"SITE_1084","ROOM_24178","APPL_74031","Upright Full Size Single Freezer Only","Kenmore",NA,"#25322442412",NA,"Unknown","WB62942745","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
"SITE_1085","ROOM_16517","APPL_142197","R/F Top Freezer","Maytag",NA,"M1TXEGMYW01",NA,"Unknown","VS24284375","Unknown","No","Yes","25","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1085","ROOM_31410","APPL_124756","Upright Full Size Single Freezer Only","Kenmore",NA,"#25329201000",NA,"Unknown","WB02908065","No","No","No","12","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1085","ROOM_31410","APPL_76530","Mini-Fridge","Whirlpool",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","No","No","5","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1086","ROOM_21906","APPL_136640","R/F Top Freezer","Roper",NA,"RT18DKXBW20",NA,"1994","EFD4401897","No","No","Yes","22.5","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1086","ROOM_28901","APPL_156886","Upright Full Size Single Freezer Only","Gibson",NA,"FV1SM0DJFA",NA,"Unknown","#0881707527","No","No","No","19.1","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1086","ROOM_28901","APPL_132908","Side by Side Refrigerator/Freezer","Hotpoint",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","16.1","Measured or Known","100","No","No","No",NA,NA,"Garage"
"SITE_1087","ROOM_27111","APPL_152262","Side by Side w/ Bottom Freezer","Frigidaire",NA,"LFHB2741PF3",NA,"2013","4A32714059","No","No","Yes","20.1","Measured or Known","100","No","Yes","Yes","Through door","Yes","Kitchen"
"SITE_1088","ROOM_24286","APPL_133366","Side by Side w/ Bottom Freezer","General Electric",NA,"GNE25JSKCFSS",NA,"Unknown","AH307332","No","No","Yes","Unknown",NA,"100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1088","ROOM_29145","APPL_97672","R/F Top Freezer","KitchenAid",NA,"KTRP19KGAL01",NA,"Unknown","EH4429754","No","No","No","Unknown",NA,"100","No","No","No",NA,NA,"Garage"
"SITE_1088","ROOM_29145","APPL_131244","Upright Full Size Single Freezer Only","Frigidaire",NA,"FFFU16F2VW",NA,"Unknown","8A0342549","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
"SITE_1089","ROOM_11794","APPL_45655","R/F Top Freezer","LG",NA,"LTCS24223W/07",NA,"Unknown","710MRKU1V653","No","No","Yes","Unknown",NA,"100","No","No","Yes","In freezer","No","Kitchen"
"SITE_1089","ROOM_16828","APPL_108564","Chest Freezer","Frigidaire",NA,"FFC15C4CW0",NA,"Unknown","WB40624987","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Outbuilding / Addition"
